	kvk_number	name	alternative_names	norms	websites	sbi_code	sbi_code_description	zipcode	city	segment	category	employees	created_at
4397	12066253	scheuten glass holding	['scheuten glass holding']	['unknown']		6420	Financiële holdings	5928LL	Venlo	nan	nan	0.0	2020-12-22T16:19:59.139095+01:00
4398	17044170	GEA Food Solutions Bakel	['tetra laval food koppens', 'gea cfs bakel', 'koppens', 'cfs midle-east', 'koppens onroerend goed', 'coenience food systems', 'cfs bakel', 'gea food solutions bakel', 'cfs benelux', 'belam']	['cybersecurity & privacy', 'machines voor de voedselindustrie']	www.gea.com,www.gea.com	6420	Financiële holdings	5761EN	Bakel	nan	Producenten / leveranciers hoofdproduct	363.0	2020-12-22T16:19:59.139141+01:00
4399	59448474	Ecovat	['ecovat', 'ecovat holding']	['warmtenetten', 'mest']		6420	Financiële holdings	5466SB	Veghel	nan	nan	0.0	2020-12-22T16:19:59.139194+01:00
4400	23061599	Optichains	['optichains', 'occ', 'hans anders opticiens', 'hans anders nederland', 'hans prijsoptiek franchise']	['cybersecurity & privacy']		6420	Financiële holdings	4206CK	Gorinchem	nan	nan	99.0	2020-12-22T16:19:59.139240+01:00
4401	64220729	Chipsoft	['chipsoft', 'chipsoft vastgoed']	['cybersecurity & privacy', 'revisie_van_iso_18104_2017']	www.chipsoft.nl	6420	Financiële holdings	1043DP	Amsterdam	D-Industry and Commerce	Software leverancier	0.0	2020-12-22T16:19:59.162004+01:00
4402	60855592	NIOZ	['nioz', 'nioz holding']	['stembepaling_oprichting_tc_biodiversiteit', 'team plastics in het milieu']		6420	Financiële holdings	1797SZ	Den Hoorn	nan	Onderzoeks- en kennisinstellingen	0.0	2020-12-22T16:19:59.162088+01:00
4403	28090505	Hahold	['hahold']	['cybersecurity & privacy']		6420	Financiële holdings	2315WB	Leiden	nan	nan	0.0	2020-12-22T16:19:59.162134+01:00
4404	27284009	Pink + Nelson	['q-park operations netherlands v', 'pink and nelsopink and nelson', 'pink + nelsoq-park operations netherlands v']	['cybersecurity & privacy']		6420	Financiële holdings	2596BC	's-Gravenhage	nan	nan	33.0	2020-12-22T16:19:59.162172+01:00
4405	30076583	Advies en Audit	['aas', 'advies en audit']	['platform managementsystemen']		6420	Financiële holdings	8502BV	Joure	Opleiders en Research organisaties	nan	0.0	2020-12-22T16:19:59.162211+01:00
4406	24309592	lagaay	['lagaay holding', 'lagaay', 'lagaay groep']	['unknown']		6420	Financiële holdings	3029AD	Rotterdam	nan	nan	0.0	2020-12-22T16:19:59.162247+01:00
4407	08151628	paul overman beheer	['paul overman beheer']	['unknown']		6420	Financiële holdings	7326GD	Apeldoorn	nan	nan	0.0	2020-12-22T16:19:59.162281+01:00
4408	09157595	Strake	['strake', 'het strake']	['cybersecurity & privacy']		6420	Financiële holdings	7101DT	Winterswijk	nan	nan	0.0	2020-12-22T16:19:59.162314+01:00
4409	61721077	MotekForcelink	['motekforcelink holding', 'motekforcelink']	['cybersecurity & privacy']		6420	Financiële holdings	1101CD	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.162348+01:00
4410	38023224	Goudappel Groep	['goudappel coffeng holding', 'goudappel groep', 'houdstermaatschappij goudappel coffeng']	['cybersecurity & privacy']		6420	Financiële holdings	7417BJ	Deventer	nan	nan	35.0	2020-12-22T16:19:59.162382+01:00
4411	14069093	ORGfit	['orgfit', 'pjm van erp management']	['cybersecurity & privacy']	www.orgfit.nl,www.orgfit.nl,www.orgfit.nl	6420	Financiële holdings	6199AE	Maastricht-Airport	nan	nan	26.0	2020-12-22T16:19:59.184224+01:00
4412	54136288	Kenz Figee Group	['kenz cranes', 'figee crane services', 'kenz-figee', 'figee-kenz', 'figee', 'kenz crane services', 'kenz figee group', 'kenz', 'kenz-figee group']	['hijswerktuigen']	www.kenz.figee.com,www.kenz.figee.com,www.kenz.figee.com,www.kenz.figee.com	6420	Financiële holdings	1505HE	Zaandam	MKB, ZZP	Producenten / leveranciers aanhangende product	30.0	2020-12-22T16:19:59.184414+01:00
4413	30139207	VanDrie Group	['vandrie groupan drie holding andrie group controlled quality veal']	['dierenwelzijn']		6420	Financiële holdings	3641RP	Mijdrecht	Industrie & Handel	Directe gebruikers	0.0	2020-12-22T16:19:59.184472+01:00
4414	17094046	stabu	['stabu']	['unknown']		6420	Financiële holdings	5502PG	Veldhoven	nan	nan	2.0	2020-12-22T16:19:59.184506+01:00
4415	32090638	Coen Hagedoorn Bouwgroep	['coen hagedoorn bouwgroep']	['cybersecurity & privacy']	www.coenhagedoorn.nl	6420	Financiële holdings	3821AJ	Amersfoort	nan	nan	0.0	2020-12-22T16:19:59.184533+01:00
4416	33183520	Credit Agricole Consumer Finance	"['crédit agricole consumer finance nederland', 'crédit agricole consumer fin nederl', 'crédit agricole deveurope', 'pentafonium', 'credit agricole consumer finance', ""port o'call"", 'almedina holding']"	['cybersecurity & privacy']		6420	Financiële holdings	1101EB	Amsterdam	nan	nan	365.0	2020-12-22T16:19:59.184560+01:00
4417	50277804	Pink Elephant Education	['pink elephant educatiopink elephant education', 'nobel academy']	['cybersecurity & privacy']		6420	Financiële holdings	5222AS	's-Hertogenbosch	nan	nan	3.0	2020-12-22T16:19:59.184588+01:00
4418	52852679	Medux	['medux']	['patiëntentilliften en hygiëneproducten', 'classificatie_van_hulpmiddelen_voor_mensen_met_een_beperking']		6420	Financiële holdings	3542AD	Utrecht	nan	nan	0.0	2020-12-22T16:19:59.184613+01:00
4419	27173050	macaza	['cbre global iestors', 'macaza']	['unknown']		6420	Financiële holdings	1118BH	Schiphol	nan	nan	0.0	2020-12-22T16:19:59.184638+01:00
4420	17108548	treetops	['treetops beheer', 'bouwburo fred rommens', 'treetops']	['unknown']		6420	Financiële holdings	5571KS	Bergeijk	nan	nan	3.0	2020-12-22T16:19:59.184662+01:00
4421	56814577	visned	['visnedisned beheer']	['unknown']		6420	Financiële holdings	8013NC	Zwolle	nan	nan	0.0	2020-12-22T16:19:59.206298+01:00
4422	66815266	hardt mobility	['placeholder industries', 'leveon', 'hardt global mobility', 'hardt', 'hardt mobility']	['hyperloop']		6420	Financiële holdings	2611PA	Delft	nan	nan	13.0	2020-12-22T16:19:59.206358+01:00
4423	65944585	usg people	['usg people holdings', 'usg people']	['unknown', 'cybersecurity & privacy']		6420	Financiële holdings	1314CK	Almere	nan	nan	0.0	2020-12-22T16:19:59.206392+01:00
4424	34239623	d dock	['d/dock', 'd/dock holding', 'd dock']	['ergonomie_administratieve_ruimtes__en_kantoren', 'unknown']		6420	Financiële holdings	1017DG	Amsterdam	nan	nan	12.0	2020-12-22T16:19:59.206421+01:00
4425	71237879	ShareCompany	['sharecompany', 'sharecompany group']	['cybersecurity & privacy']		6420	Financiële holdings	3824MN	Amersfoort	nan	nan	0.0	2020-12-22T16:19:59.206447+01:00
4426	67181201	Stonefield	['stonefield']	['cybersecurity & privacy']		6420	Financiële holdings	5121ML	Rijen	nan	nan	1.0	2020-12-22T16:19:59.206473+01:00
4427	30189394	Service2Media	['service2media participations', 'mobile broadcast company holding', 'service2media']	['cybersecurity & privacy']	www.service2media.com,www.service2media.com	6420	Financiële holdings	7523MC	Enschede	nan	nan	0.0	2020-12-22T16:19:59.206497+01:00
4428	06063994	Ten Cate Advanced Textiles	['ten cate advanced textiles', 'ten cate international']	['keuze', 'beschermende kleding', 'gebruik en onderhoud van persoonlijke beschermingsmiddelen']	www.tencate.com,www.tencate.com	6420	Financiële holdings	7443RE	Nijverdal	Industrie & Handel	Producenten / leveranciers aanhangende product	21.0	2020-12-22T16:19:59.206522+01:00
4429	17017545	vdl groep	['vdl groepdl groep d leegte beleggingen']	['unknown']		6420	Financiële holdings	5652AW	Eindhoven	nan	nan	0.0	2020-12-22T16:19:59.206552+01:00
4430	17154469	Tokheim Netherlands	['tokheim netherlands', 'tokheim holding']	['cybersecurity & privacy', 'uitrusting voor opslagtanks en voor tankstations']		6420	Financiële holdings	5531AD	Bladel	nan	nan	0.0	2020-12-22T16:19:59.206576+01:00
4431	67397395	SiRM	['sirm strategies in regulated markets', 'sirm', 'sirm group']	['warmtenetten', 'cybersecurity & privacy']		6420	Financiële holdings	3521AZ	Utrecht	nan	nan	0.0	2020-12-22T16:19:59.233809+01:00
4432	63196921	vivera	['viveraivera acquisition', 'enkco acquisition']	['unknown']		6420	Financiële holdings	7451PJ	Holten	nan	nan	0.0	2020-12-22T16:19:59.233875+01:00
4433	02070578	Koninklijke Kentalis	['koninklijke kentalis']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy', '6-_en_8punts_braille']	www.kentalis.nl,www.kentalis.nl,www.kentalis.nl,www.kentalis.nl	6420	Financiële holdings			nan	nan	0.0	2020-12-22T16:19:59.233909+01:00
4434	08062609	Bruins en Kwast Exploitatie	['bruins en kwast exploitatie', 'bkgroe']	['better biomass schemabeheer']	www.bkgroen.nl,www.bkgroen.nl	6420	Financiële holdings	7471LV	Goor	MKB, ZZP	nan	6.0	2020-12-22T16:19:59.233941+01:00
4435	09177610	UMC St Radboud	['umc st radboud', 'umc st radboud holding']	['ergonomie_administratieve_ruimtes__en_kantoren', 'plaform installatieverantwoordelijken']		6420	Financiële holdings	6525GA	Nijmegen	Opleiders en Research organisaties	Onderzoeks- en kennisinstellingen	0.0	2020-12-22T16:19:59.233971+01:00
4436	17103824	jatc	['jathc verhoeven', 'jatc verhoeven holding', 'jatc']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	5763PD	Milheeze	nan	nan	0.0	2020-12-22T16:19:59.234001+01:00
4437	51245353	A-Ware Food Group	['royal a-ware food group', 'a-ware food group', 'royal a-ware', 'koninklijke a-ware food group']	['publicatieplatform optie 2']	www.royal-aware.com,www.royal-aware.com,www.royal-aware.com,www.royal-aware.com	6420	Financiële holdings	1358CC	Almere	nan	nan	72.0	2020-12-22T16:19:59.234027+01:00
4438	33304430	TNT Head Office	['tnt post group head office', 'tpg headoffice', 'tnt head office', 'tnt nederland', 'tnt headoffice']	['cybersecurity & privacy']		6420	Financiële holdings	2132LS	Hoofddorp	nan	nan	654.0	2020-12-22T16:19:59.234055+01:00
4439	69240450	Kubota Holdings Europe	['kubota holdings europe']	['landbouwwerktuigen']		6420	Financiële holdings	2153LR	Nieuw-Vennep	MKB, ZZP	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:59.234082+01:00
4440	32088695	denc	['denc']	['unknown']		6420	Financiële holdings	1405AM	Bussum	nan	nan	0.0	2020-12-22T16:19:59.234126+01:00
4441	08136336	Crolox Holding	['crolox holding']	['cybersecurity & privacy']		6420	Financiële holdings	7553LL	Hengelo	nan	nan	0.0	2020-12-22T16:19:59.260204+01:00
4442	24352072	Iv-Groep	['iv-group', 'iv- groep', 'iv-groep']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy', 'nederlands_secretariaat_cen_tc459_staalnormalisatie_in_europa', 'wg robuustheid']	www.iv-groep.nl	6420	Financiële holdings	3351LD	Papendrecht	nan	nan	50.0	2020-12-22T16:19:59.260308+01:00
4443	52153924	ASSA ABLOY Nederland	['assa abloy nederland holding', 'assa abloy nederland']	['cybersecurity & privacy']	www.assaabloy.nl,www.assaabloy.nl	6420	Financiële holdings	4941SK	Raamsdonksveer	nan	nan	0.0	2020-12-22T16:19:59.260372+01:00
4444	70696624	nsi kantoren	['nsi kantorensi kantoren']	['unknown']		6420	Financiële holdings	2132JE	Hoofddorp	nan	nan	0.0	2020-12-22T16:19:59.260424+01:00
4445	71780459	de ergoshop	['de ergoshop', 'de ergoshop holding']	['ergonomie_administratieve_ruimtes__en_kantoren', 'unknown']		6420	Financiële holdings	5063CS	Oisterwijk	nan	nan	0.0	2020-12-22T16:19:59.260471+01:00
4446	16080981	CSU Groep	['csu schoonmaak', 'csu', 'csu groep', 'csu total care', 'tzorg', 'csu schoonmaak zuid']	['publicatieplatform optie 3']	www.csu.nl,www.csu.nl,www.csu.nl,www.csu.nl	6420	Financiële holdings	5406NT	Uden	nan	nan	538.0	2020-12-22T16:19:59.260517+01:00
4447	24283221	SUEZ Recycling & Recovery Netherlands	['suez', 'sita netherlands', 'suez recycling & recovery netherlands', 'suez eironnement']	['nc circulaire economie']	www.sita.nl,www.sita.nl	6420	Financiële holdings	6842CV	Arnhem	Industrie & Handel	Uitvoerende / toepassende / dienstverlenende partijen	0.0	2020-12-22T16:19:59.260567+01:00
4448	64854558	asvw	['asvw holding', 'asvw']	['unknown']		6420	Financiële holdings	7943JJ	Meppel	nan	nan	0.0	2020-12-22T16:19:59.260616+01:00
4449	52655873	jan van de beek	['jan van de beek beheer', 'jan\xa0van de beek']	['unknown']		6420	Financiële holdings	3773AA	Barneveld	nan	nan	0.0	2020-12-22T16:19:59.260662+01:00
4450	08194420	nibag groep	['nibag groep', 'nibag ruimte & milieu']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.nibag.nl,www.nibag.nl,www.nibag.nl,www.nibag.nl	6420	Financiële holdings	7556BN	Hengelo	nan	nan	28.0	2020-12-22T16:19:59.260710+01:00
4451	02066287	Get There Holding	['get there internet solutions', 'synovisiosynovision', 'get there isp solutions', 'getthereeu', 'gettherecom', 'get there network solutions', 'gettherenl', 'get there', 'get there holding', 'get there groep', 'get there group', 'get there solutions', 'getthereorg', 'get there solutions centre']	['cybersecurity & privacy']		6420	Financiële holdings	9351VA	Leek	nan	nan	0.0	2020-12-22T16:19:59.284056+01:00
4452	71745297	jones lange lasalle	['jones lang lasalle administration', 'jones lange lasalle']	['unknown']		6420	Financiële holdings		60325 Frankfurt am Main	nan	nan	0.0	2020-12-22T16:19:59.284113+01:00
4453	70697221	ndi	['ndi groep', 'ndi']	['unknown', 'measuring_circularity']		6420	Financiële holdings	5246AH	Rosmalen	nan	nan	1.0	2020-12-22T16:19:59.284141+01:00
4454	30205229	stamhuis groep	['stamhuis groep']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	3542CB	Utrecht	nan	nan	40.0	2020-12-22T16:19:59.284165+01:00
4455	33141935	architectuurstudio herman hertzberger	['architectstud h hertzberger holding', 'architektenburo herman hertzberger', 'architectuurstudio h hertzberger holding', 'architectuurstudio herman hertzberger', 'architectuurstudio herman hertzberger holding']	['ergonomie_administratieve_ruimtes__en_kantoren', 'unknown']	www.hertzberger.nl,www.hertzberger.nl	6420	Financiële holdings	1073XB	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.284187+01:00
4456	24244599	Hoogendoorn Groep	['hoogendoorn groep']	['cybersecurity & privacy']		6420	Financiële holdings	3197KV	Botlek Rotterdam	nan	nan	0.0	2020-12-22T16:19:59.284211+01:00
4457	34255165	MIcompany	['mi company', 'micompany', 'mi company holding']	['cybersecurity & privacy']		6420	Financiële holdings	1017HL	Amsterdam	nan	nan	2.0	2020-12-22T16:19:59.284232+01:00
4458	02055761	Integron Group	['integron group', 'boiten industries', 'zad']	['cybersecurity & privacy']		6420	Financiële holdings	9723BT	Groningen	nan	nan	0.0	2020-12-22T16:19:59.284253+01:00
4459	16054355	jac van den wijngaard holding	['jac van den wijngaard holding', 'jac van den wijngaard projekt']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	5402LE	Uden	nan	nan	2.0	2020-12-22T16:19:59.284273+01:00
4460	33212354	odfjell terminals	['brimbelle', 'odfjell terminals']	['ergonomie_administratieve_ruimtes__en_kantoren', 'unknown']		6420	Financiële holdings	3016BG	Rotterdam	nan	nan	0.0	2020-12-22T16:19:59.284294+01:00
4461	32081437	Tinguely Netwerk	['tinguely', 'tinguely netwerk', 'maetis beheer']	['cybersecurity & privacy']		6420	Financiële holdings	3526KK	Utrecht	nan	nan	2.0	2020-12-22T16:19:59.304458+01:00
4462	63464101	dept	['dept holding', 'tam tam holding', 'dept']	['unknown']		6420	Financiële holdings	3013AA	Rotterdam	nan	nan	0.0	2020-12-22T16:19:59.304512+01:00
4463	75878887	finace	['finace', 'hyperion management services', 'hyperion finace']	['unknown']		6420	Financiële holdings	1019WC	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.304539+01:00
4464	64923975	hk engineering	['hk engineering iestments', 'hk engineering']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	4861AZ	Chaam	nan	nan	0.0	2020-12-22T16:19:59.304560+01:00
4465	72087811	zien24 group	['zien24 group']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	3065WC	Rotterdam	nan	nan	2.0	2020-12-22T16:19:59.304581+01:00
4466	34289282	Buma Stemra	['buma stemra']	['ink next']		6420	Financiële holdings			nan	nan	0.0	2020-12-22T16:19:59.304602+01:00
4467	58084118	Indica Holding	['indica holding']	['cybersecurity & privacy']		6420	Financiële holdings	1211EE	Hilversum	nan	nan	0.0	2020-12-22T16:19:59.304621+01:00
4468	34227806	Radar Groep	['radar groep', 'radar holding']	['cybersecurity & privacy']		6420	Financiële holdings	1019DB	Amsterdam	nan	nan	15.0	2020-12-22T16:19:59.304640+01:00
4469	24324527	ENECO	['eneco consumenteeneco consumenten', 'eneco energie retail', 'eneco mixed holding consumenten', 'eneco', 'eneco mkeneco', 'eneco retail']	['cybersecurity & privacy']		6420	Financiële holdings	3068AV	Rotterdam	nan	nan	136.0	2020-12-22T16:19:59.304659+01:00
4470	01132649	sikkema assets & management	['sikkema assets & management']	['unknown']		6420	Financiële holdings	9351PS	Leek	nan	nan	1.0	2020-12-22T16:19:59.304680+01:00
4471	67896626	G Hannink	['g hannink', 'rg hannink holding']	['wg - nen 8707 beoordelen draagkracht bestaande funderingen']		6420	Financiële holdings	8131BC	Wijhe	nan	Voorwaardenscheppende organisatie / opdrachtgevers	0.0	2020-12-22T16:19:59.325978+01:00
4472	68075588	Senfal Employment	['senfal employment']	['cybersecurity & privacy']		6420	Financiële holdings	1031HH	Amsterdam	nan	nan	20.0	2020-12-22T16:19:59.326037+01:00
4473	20146456	Remtech Nederland	['remtech nederland']	['computerruimten en datacenters']		6420	Financiële holdings	7051CN	Varsseveld	MKB, ZZP	Producenten / leveranciers hoofdproduct	2.0	2020-12-22T16:19:59.326065+01:00
4474	29047018	Metaalwarenfabriek Metacon	['metaalwarenfabriek metacometacon holding', 'metacon']	['bedrijfs-', 'industrie-', 'herziening nen 6075', 'en garagedeuren en poorten']	www.metacon.nl	6420	Financiële holdings	2841MD	Moordrecht	Industrie & Handel	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:59.326090+01:00
4475	30131074	today's companies	"['logipress', 'logipress holding', ""today's companies""]"	['unknown']		6420	Financiële holdings	3417XS	Montfoort	nan	nan	0.0	2020-12-22T16:19:59.326114+01:00
4476	20033053	ilt	['ilt', 'international leather trends']	['unknown', 'afval_en_secundaire_grondstoffen']		6420	Financiële holdings	4854GR	Bavel	nan	nan	0.0	2020-12-22T16:19:59.326138+01:00
4477	70703930	h de vlieger	['h de vlieger holding', 'h\xa0de vlieger']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	4302WL	Zierikzee	nan	nan	1.0	2020-12-22T16:19:59.326160+01:00
4478	27184273	kiwa international	['kiwa international']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	2288EA	Rijswijk	nan	nan	0.0	2020-12-22T16:19:59.326182+01:00
4479	34360795	OCI Fertilizer	['oci fertilizer', 'oci fertilizer international']	['mest']		6420	Financiële holdings	1071DC	Amsterdam	nan	nan	0.0	2020-12-22T16:19:59.326203+01:00
4480	30108655	Ordina Holding	['ordina holding', 'ordina nederland']	['cybersecurity & privacy']	www.ordina.nl,www.ordina.nl	6420	Financiële holdings	3439LM	Nieuwegein	nan	nan	6.0	2020-12-22T16:19:59.326224+01:00
4481	14023833	Laura Metaal Holding	['laura metaal', 'laura metaal holding']	['geleiderail']		6420	Financiële holdings	6471XX	Eygelshoven	Industrie & Handel	nan	3.0	2020-12-22T16:19:59.348085+01:00
4482	71874534	Argent Energy Netherlands Holding	['simadan newco holding ii', 'argent energy netherlands holding']	['better biomass schemabeheer']		6420	Financiële holdings	1044AN	Amsterdam	Industrie & Handel	nan	20.0	2020-12-22T16:19:59.348142+01:00
4483	27159273	Q-Park	['q park', 'parkeerfonds nederland', 'q-park']	['cybersecurity & privacy', 'brandbeperking en brandbeheersing in parkeergarages']	www.q-park.com,www.q-park.com	6420	Financiële holdings	6221BT	Maastricht	nan	nan	24.0	2020-12-22T16:19:59.348169+01:00
4484	24117994	Hunter Douglas	['hunter douglas europ', 'hunter douglas']	['cybersecurity & privacy', 'luiken en zonwering', 'begeleiding cen/tc 33/wg 3', 'verlaagde plafonds']	www.hunterdouglasgroup.com,www.hunterdouglasgroup.com	6420	Financiële holdings	3071EL	Rotterdam	Industrie & Handel	Producenten / leveranciers hoofdproduct	20.0	2020-12-22T16:19:59.348192+01:00
4485	63978660	louwman group	['louwman dealer group', 'louwman group']	['unknown']		6420	Financiële holdings	2491BA	's-Gravenhage	nan	nan	0.0	2020-12-22T16:19:59.348215+01:00
4486	34272317	ardagh group	['ardagh group netherlands', 'ardagh glass netherlands', 'ardagh group']	['unknown', 'criteria_voor_biodegradable_plastics']		6420	Financiële holdings	5105NA	Dongen	nan	nan	0.0	2020-12-22T16:19:59.348237+01:00
4487	33080719	H van Poelgeest Holding	['h van poelgeest holding']	['publicatieplatform optie 1']		6420	Financiële holdings	1182AL	Amstelveen	nan	nan	31.0	2020-12-22T16:19:59.348256+01:00
4488	27272222	blokkade beheer	['blokkade beheer']	['unknown']		6420	Financiële holdings	2803AW	Gouda	nan	nan	0.0	2020-12-22T16:19:59.348276+01:00
4489	34084652	petrogas	['petrogas', 'petrogas services an veelen']	['unknown']		6420	Financiële holdings	1181LD	Amstelveen	nan	nan	0.0	2020-12-22T16:19:59.348295+01:00
4490	05041341	schagen groep beheer	['sja holding', 'schagen groep beheer', 'ajs holding']	['unknown']		6420	Financiële holdings	8061RC	Hasselt	nan	nan	0.0	2020-12-22T16:19:59.348313+01:00
4491	16083949	Oerlemans Packaging	['oerlemans packaging', 'oerlemans centraal verkoopkantoor']	['brandgedrag schermmateriaal voor tuinbouwkassen']		6420	Financiële holdings	4265GB	Genderen	Industrie & Handel	Producenten / leveranciers hoofdproduct	2.0	2020-12-22T16:19:59.371005+01:00
4492	52535517	BitSoldiers	['bitsoldiers']			6420	Financiële holdings	4759BB	Noordhoek			0.0	2020-12-22T16:19:59.371061+01:00
4493	27295001	Neptune Energy	['gdf e&p nederland', 'gdf suez e&p nederland', 'neptune energy', 'gdf suez e&p holding nederland', 'neptune energy e&p holding netherlands', 'engie e&p holding nederland']	['inventarisatie_markt_voor_co2_credits', 'cybersecurity & privacy', 'normalisatieplatform waterstof voor de industrie en gebouwde omgeving', 'vertaling nen3650 serie']		6420	Financiële holdings	2719EP	Zoetermeer	nan	nan	0.0	2020-12-22T16:19:59.371087+01:00
4494	73037613	Cerca e Trova	['cerca e trova']	['ink next']		6420	Financiële holdings	8921AD	Leeuwarden	nan	nan	0.0	2020-12-22T16:19:59.371113+01:00
4495	34334846	Visions Connected Holding	['kinlyisions connectedisions connected holding', 'kinlyisions connected holding', 'kinly', 'visions connected holdingisionsconnected', 'kinly netherlands']	['cybersecurity & privacy', 'publicatieplatform optie 3']	www.kinly.com	6420	Financiële holdings	1043NX	Amsterdam	nan	nan	60.0	2020-12-22T16:19:59.371135+01:00
4496	34076455	niag	['advag', 'niag', 'niag beheer']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	1861GE	Bergen (NH)	nan	nan	1.0	2020-12-22T16:19:59.371158+01:00
4497	09083317	tennet holding	['transmission system operator', 'manager landelijk elektriciteitsnet', 'dutch electricity consulting services', 'delcos', 'tennet holding', 'tennet']	['unknown', 'community_engagement_voor_energietransitie']	www.tennet.eu,www.tennet.eu	6420	Financiële holdings	6812AR	Arnhem	nan	nan	0.0	2020-12-22T16:19:59.371180+01:00
4498	02047470	kaw holding	['kaw groningen beheer  io', 'reimarkt', 'kaw groningen beheer', 'kaw', 'kaw holding']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	9712JE	Groningen	nan	nan	10.0	2020-12-22T16:19:59.371203+01:00
4499	17272674	N-APK	['n-apk holding', 'n-apk', 'napk holding']	['cybersecurity & privacy']		6420	Financiële holdings	5107RD	Dongen	nan	nan	1.0	2020-12-22T16:19:59.371224+01:00
4500	37150560	Klaver Giant ID	['klaver giant id']	['cybersecurity & privacy']	www.giant.nl,www.giant.nl	6420	Financiële holdings	1713HS	Obdam	nan	nan	2.0	2020-12-22T16:19:59.371262+01:00
4501	20059533	Ruttchen Holding	['ruttchen holding', 'holding hans ruttchen']	['cybersecurity & privacy']		6420	Financiële holdings	4854SE	Bavel	nan	nan	1.0	2020-12-22T16:19:59.396422+01:00
4502	34215694	Sanoma Learning	['sw educational', 'sw iest', 'sanoma iest', 'sanoma learning']	['cybersecurity & privacy']		6420	Financiële holdings	5223MB	's-Hertogenbosch	nan	nan	0.0	2020-12-22T16:19:59.396474+01:00
4503	24462828	Da Vinci Europe	['da vinci europe', 'da vinci europe group']	['vloeibare en gasvormige brandstoffen', 'smeermiddelen en verwante producten']		6420	Financiële holdings	3047BP	Rotterdam	MKB, ZZP	Producenten / leveranciers aanhangende product	0.0	2020-12-22T16:19:59.396501+01:00
4504	28043926	Akzo Nobel Decorative Coatings	['akzo nobel coatings', 'akzo coatings', 'akzonobel decorative coatings', 'akzo nobel decorative coatings']	['verfwaren en metaal', 'testmethodes voor verfwaren', 'grondstoffen van verfwaren', 'verfwaren en beton', 'verfwaren en hout', 'nat. werkgroep regulated substances in bouwproducten', 'conservering_van_beton_met_organische_deklagen', 'cybersecurity & privacy', 'verfwaren']		6420	Financiële holdings	2171AJ	Sassenheim	Industrie & Handel	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:59.396525+01:00
4505	27335326	NIBS Holding	['nibs holding']	['speeltoestellen en andere recreatieve voorzieningen', 'sport', 'fitnesscentra']		6420	Financiële holdings	2353EW	Leiderdorp	Industrie & Handel	nan	0.0	2020-12-22T16:19:59.396550+01:00
4506	62711687	avvenire holding	['avvenire holding']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	8933BP	Leeuwarden	nan	nan	0.0	2020-12-22T16:19:59.396575+01:00
4507	09161922	if technology group	['if technology group']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		6420	Financiële holdings	6824BE	Arnhem	nan	nan	0.0	2020-12-22T16:19:59.396595+01:00
4508	16022873	robert bosch	['robert bosch holding nederland', 'mannesmann holding nederland', 'robert bosch']	['ergonomie_administratieve_ruimtes__en_kantoren', 'unknown']		6420	Financiële holdings	5281RV	Boxtel	nan	nan	0.0	2020-12-22T16:19:59.396614+01:00
4509	09032642	Albrand B.V.	['charles goffin thermotechniek', 'erdelo worms', 'albrand']	['warmtenetten']	www.albrand.nl,www.albrand.nl,www.albrand.nl,www.albrand.nl	6420	Financiële holdings	6942SE	Didam	nan	nan	18.0	2020-12-22T16:19:59.396634+01:00
4510	57389047	OCI	['oci', 'oci fertilizers']	['mest']		6420	Financiële holdings	6167AC	Geleen	nan	nan	0.0	2020-12-22T16:19:59.396725+01:00
4511	05068404	Unica groep	['unica nederland', 'unica groep', 'unica installatiegro', 'unica installatiegroep', 'unica']	['cybersecurity & privacy']		6420	Financiële holdings	3871MT	Hoevelaken	nan	nan	0.0	2020-12-22T16:19:59.419137+01:00
