	kvk_number	name	alternative_names	norms	websites	sbi_code	sbi_code_description	zipcode	city	segment	category	employees	created_at
0	37158900	Veiligheidsregio Noord-Holland Noord	['veiligheidsregio noord-holland noord']	['fire safety engineering']	www.vrnhn.nl,www.vrnhn.nl,www.vrnhn.nl,www.vrnhn.nl	8425	Brandweer	1823DL	Alkmaar	Overheid - decentraal	nan	0.0	2020-12-22T16:19:55.936049+01:00
1	51158957	GGD Noord- en Oost-Gelderland	['ggd noord- en oost-gelderland', 'ggd vestiging apeldoorggd noord- en oost-gelderland vestiging apeldoorggd gelre-ijssel']	['veilig tatoeëren en pmu']	www.ggdnog.nl,www.ggdnog.nl	86923	Preventieve gezondheidszorg (geen arbobegeleiding)	7231AC	Warnsveld	Overheid - decentraal	Controlerende instanties	0.0	2020-12-22T16:19:55.972605+01:00
2	40477167	Nederlandse Vereniging voor Pathologie	['nederlandse vereniging voor pathologie']	['begeleidingscommissie iso 15189']		9412	Beroepsorganisaties			Beroeps- en koepelorganisaties	Onderzoeks- en kennisinstellingen	0.0	2020-12-22T16:19:55.972684+01:00
3	18018770	bosch transmission technology	"[""bosch transmission technology an doorne's transmissie"", 'bosch transmission technology']"	['unknown']		2932	Vervaardiging van niet-elektrische en -elektronische onderdelen en toebehoren voor auto's	5026RA	Tilburg	nan	nan	1073.0	2020-12-22T16:19:55.972728+01:00
4	41167550	ggmd	['stichting bureau dienstverlening doven en slechthorende', 'stichting voor geestelijke gezondheidszorg en maatschappelijke dienstverlening voor doven en slechthorendestichting regionaal educatief centrum leiden   en omstrekestichting regionaal educatief centrum rijnstreek', 'ggmd voor doven en slechthorendeggmdds', 'ggmd', 'stichting bureau o & m']	['unknown']	www.ggmd.nl	87301	Huizen en dagverblijven voor niet-verstandelijk gehandicapten	3083AS	Rotterdam	nan	nan	0.0	2020-12-22T16:19:55.972772+01:00
5	30175547	intergo	['intergo']	['unknown']	www.intergo.nl	86922	Arbobegeleiding en reïntegratie	3811MB	Amersfoort	nan	nan	11.0	2020-12-22T16:19:55.972814+01:00
6	34270042	saund asset services	['escoplan management en finance', 'saund asset services', 'esco management', 'clima energie management', 'saund']	['unknown']	www.saund.eu	3512	Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water	1217AS	Hilversum	nan	nan	1.0	2020-12-22T16:19:55.972878+01:00
7	16081158	strukton rail equipment	['strukton railinfra materieel', 'technische dienst', 'strukton rail equipment', 'strukton & ns infra services materieel', 'strukton rail materieel']	['unknown']		3317	Reparatie en onderhoud van overige transportmiddelen	7202BX	Zutphen	nan	nan	35.0	2020-12-22T16:19:55.972934+01:00
8	41199548	apg	['stichting personeelspensioenfonds apg', 'stichting personeelpensioenfonds sfstichting personeelspensioenfonds sfstichting personeelspensioenfonds cordares', 'apg']	['unknown', 'sustainable_finance']		65301	Bedrijfstakpensioenfondsen	1043AP	Amsterdam	nan	nan	0.0	2020-12-22T16:19:55.972974+01:00
9	17045690	felix clercx handelsonderneming	['felix clercx handelsonderneming', 'handelsonderneming van felix clercx']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.felixwood.nl,www.felixwood.nl	46731	Groothandel in hout en plaatmateriaal	5704RM	Helmond	nan	nan	27.0	2020-12-22T16:19:55.973012+01:00
10	66262968	vaco	['vacoaco cleaningaco']	['unknown', 'oprichting_cen_tc_462_regulated_chemicals_in_products']	www.vacocleaning.nl,www.vacocleaning.nl,www.vacocleaning.nl	81221	Glazenwassen	3295ED	's-Gravendeel	nan	nan	2.0	2020-12-22T16:19:55.973083+01:00
11	60981334	Relay42	['relay42 netherlands', 'relay42', 'relay42 technology']	['cybersecurity & privacy']		69105	Octrooibureaus	1021JL	Amsterdam	nan	nan	0.0	2020-12-22T16:19:55.996604+01:00
12	38022390	Nefit	['nefit']		www.nefit-industrial.nl,www.nefit-industrial.nl,www.nefit-industrial.nl,www.nefit-industrial.nl	2451	Gieten van ijzer	7418BG	Deventer			175.0	2020-12-22T16:19:55.996682+01:00
13	41180026	Accolade	['gereformeerde stichting voor verpleging van langdurig ziekestichting gereformeerde zorg- en woon          voorzieningestichting gereformeerde zorg- en woooorzieningen/accolade zorggroep', 'accolade zorggroep', 'stichting accolade zorggroep', 'stichting accolade zorg', 'accolade', 'accolade automatisering']	['cybersecurity & privacy']	www.accoladezorg.nl	8710	Verpleeghuizen	3735MR	Bosch en Duin	nan	nan	0.0	2020-12-22T16:19:55.996728+01:00
14	29027869	Intertoys Holland	['intertoys holland', 'intertoys', 'intertoys xl']	['cybersecurity & privacy']	www.intertoys.nl	4765	Winkels in speelgoed	8911JG	Leeuwarden	nan	nan	7.0	2020-12-22T16:19:55.996763+01:00
15	11069923	Rely	['rely', 'ideal & rely int']	['cybersecurity & privacy']	www.idealrely.com,www.idealrely.com,www.idealrely.com	86923	Preventieve gezondheidszorg (geen arbobegeleiding)	4041CW	Kesteren	nan	nan	2.0	2020-12-22T16:19:55.996790+01:00
16	17172202	SVH	['svh', 'svh tegelwerkesvh tegelwerke']	['cybersecurity & privacy']		4333	Afwerking van vloeren en wanden	5552PB	Valkenswaard	nan	nan	1.0	2020-12-22T16:19:55.996817+01:00
17	50907514	Thales Transportation Systems	['thales transportation systems']	['cybersecurity & privacy']		2611	Vervaardiging van elektronische componenten	1271ZA	Huizen	nan	nan	160.0	2020-12-22T16:19:55.996840+01:00
18	02059857	Hofland Deltaflex Rubbertechniek	['hofland deltaflex rubbertechniek', 'dni beheer', 'deltaflex heeneman']	['publicatieplatform optie 2']		2219	Vervaardiging van producten van rubber (geen banden)	9356AS	Tolbert	nan	nan	2.0	2020-12-22T16:19:55.996865+01:00
19	64811492	B4Energy	['b4energy']	['better biomass schemabeheer']		3520	Productie van biogas	1749EK	Warmenhuizen	nan	nan	0.0	2020-12-22T16:19:55.996889+01:00
20	01050101	Ecoson	['ecosoecoson', 'restex bergum', 'thermo kracht']	['better biomass schemabeheer']		3832	Gesorteerd materiaal voorbereiden tot recycling	5691NM	Son en Breugel	nan	nan	1.0	2020-12-22T16:19:55.996912+01:00
21	22051676	CAIW Holding	['delta zakelijk', 'zeelandnet zakelijk', 'delta fiber nederland/caiway', 'delta', 'wifi zeeland', 'delta fiber', 'delta fiber nederland', 'delta zon garant', 'delta mobiel', 'wifispots van delta', 'cai-westland', 'delta wifispots', 'zeelandnet', 'delta kabelcomfort', 'zeelandnet internet', 'caiway', 'caiw holding', 'delta digitale tv', 'delta comfort', 'delta comfort service', 'delta verbindt', 'kabelfoocaiway shop naaldwijk']	['cybersecurity & privacy']		6190	Overige telecommunicatie	3112NB	Schiedam	nan	nan	1.0	2020-12-22T16:19:56.018424+01:00
22	63793180	Mourik Groot-Ammers	['combinatie mourik - fl', 'mourik groot-ammers', 'combinatie mourik liebregts']	['cybersecurity & privacy']		4291	Natte waterbouw	2964AJ	Groot-Ammers	nan	nan	12.0	2020-12-22T16:19:56.018497+01:00
23	60194561	Beverwijk	['de vastgoed concurrent', 'doucheconcurrent beverwijk', 'beverwijk']	['cybersecurity & privacy']		47918	Detailhandel via internet in overige non-food	3208LE	Spijkenisse	nan	nan	0.0	2020-12-22T16:19:56.018536+01:00
24	50325108	Ergatis	['medische argumentatie', 'arbeidsgeneeskundige diagnostiek', 'ergatis']	['cybersecurity & privacy']	www.ergatis.nl	86922	Arbobegeleiding en reïntegratie	6511NH	Nijmegen	nan	nan	0.0	2020-12-22T16:19:56.018568+01:00
25	60475056	TNT	['tnt security', 'tnt']	['cybersecurity & privacy']		8010	Particuliere beveiliging	9249ND	Frieschepalen	nan	nan	0.0	2020-12-22T16:19:56.018606+01:00
26	74442066	Flow	['flow']	['cybersecurity & privacy']	www.flow.nl	47918	Detailhandel via internet in overige non-food	6852GL	Huissen	nan	nan	2.0	2020-12-22T16:19:56.018636+01:00
27	08092271	Stichting Cryo-Save	['tissue bank cryo-save', 'stichting cryo-save', 'cryo-cell nederland', 'cryo-save']	['cybersecurity & privacy']	www.cryo-save.com,www.cryo-save.com	86924	Medische laboratoria, trombosediensten en overig behandelingsondersteunend onderzoek	1016BX	Amsterdam	nan	nan	6.0	2020-12-22T16:19:56.018669+01:00
28	58341609	Koëter Vastgoed Adviseurs	['koëter vastgoed adviseurs']	['conditiemeting', 'methodiek']	www.koeter.org,www.koeter.org,www.koeter.org	6831	Bemiddeling bij handel, huur of verhuur van onroerend goed	5664HS	Geldrop	MKB, ZZP	nan	10.0	2020-12-22T16:19:56.018716+01:00
29	06023232	TenCate Grass Holding	['tencate grass components europe', 'tencate grass holding', 'ten cate thiolon', 'gebouwen exploitatie maatschappij spabor']	['milieu-aspecten', 'sportvloeren', 'kunstgras', 'testmethoden en procedures']	www.thiolon-grass.com,www.thiolon-grass.com,www.thiolon-grass.com	2060	Vervaardiging van synthetische en kunstmatige vezels	7443RE	Nijverdal	MKB, ZZP	Producenten / leveranciers hoofdproduct	233.0	2020-12-22T16:19:56.018798+01:00
30	20146393	Hima Benelux	['hima benelux']	['sil platform']		46699	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	4823AA	Breda	MKB, ZZP	Uitvoerende / toepassende / dienstverlenende partijen	8.0	2020-12-22T16:19:56.018889+01:00
31	04079588	Stichting Personal Service Dogs	['stichting personal service dogs']	['assistentiehonden']	www.personalservicedogs.nl	9609	Overige dienstverlening (rest)			MKB, ZZP	Uitvoerende / toepassende / dienstverlenende partijen	0.0	2020-12-22T16:19:56.041315+01:00
32	24173299	Ecuri Cosmetics	['ecuri cosmetics', 'nederlandse school voor permanent make-up']	['veilig tatoeëren en pmu']		4645	Groothandel in parfums en cosmetica	2908LN	Capelle aan den IJssel	MKB, ZZP	Producenten / leveranciers hoofdproduct	5.0	2020-12-22T16:19:56.041390+01:00
33	53523393	Life Fitness	['life fitness', 'life force fitness instituut']	['stationaire trainingsapparatuur', 'sport', 'speeltoestellen en andere recreatieve voorzieningen']	www.lifeforcefitness.nl	86919	Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers	3813ZX	Amersfoort	MKB, ZZP	nan	2.0	2020-12-22T16:19:56.041438+01:00
34	09008666	Low & Bonar	['colbond', 'akzo nobel geosynthetics', 'akzo industrial systems', 'low & bonar', 'akzo nobel nonwovens', 'bonar']	['begroeide daken', 'geokunststoffen']	www.lowandbonar.com,www.lowandbonar.com	1395	Vervaardiging van gebonden textielvlies en artikelen daarvan (geen kleding)	6827AV	Arnhem	Industrie & Handel	Producenten / leveranciers hoofdproduct	272.0	2020-12-22T16:19:56.041478+01:00
35	20055481	Lei Import	['lei import', 'lim - lei import maatschappij']	['schubvormig gelegde dakbedekkingsmaterialen']	www.lei-import.nl,www.lei-import.nl	46738	Groothandel gespecialiseerd in overige bouwmaterialen	6051AD	Maasbracht	Industrie & Handel	Producenten / leveranciers hoofdproduct	2.0	2020-12-22T16:19:56.041516+01:00
36	50302345	Stork Technical Services Nederland	['regional business line europe', 'stork glt', 'stork offshore', 'stork specialists', 'stork consultancy', 'stork technical services nederland', 'stork wescostork technical services cooperheat', 'stork projects & turnarounds', 'stork industry services n1', 'stork cooperheat', 'stork nederland', 'stork industry services']	['nec 64 - platform nen 1010', 'platform nec 44/machineveiligheid']	www.stork.com,www.stork.com	33123	Reparatie en onderhoud van machines voor een specifieke bedrijfstak	3528AG	Utrecht	Industrie & Handel	nan	0.0	2020-12-22T16:19:56.041550+01:00
37	34093416	SEKISUI ALVEO	['alveo', 'alveo ag', 'sekisui alveo']	['sportvloeren', 'testmethoden en procedures', 'unknown', 'oprichting_cen_tc_462_regulated_chemicals_in_products', 'kunstgras']		46731	Groothandel in hout en plaatmateriaal	4104BA	Culemborg	Industrie & Handel	Producenten / leveranciers hoofdproduct	6.0	2020-12-22T16:19:56.041589+01:00
38	27185866	Blomsma Signs & Safety	['blomsma tekenburo', 'blomsma signs & safety', 'blomsma safety consultants']	['grafische symbolen']	www.blomsma.nl,www.blomsma.nl,www.blomsma.nl,www.blomsma.nl,www.blomsma.nl,www.blomsma.nl	4339	Overige afwerking van gebouwen	2722NN	Zoetermeer	Industrie & Handel	Voorwaardenscheppende organisatie / opdrachtgevers	35.0	2020-12-22T16:19:56.041624+01:00
39	02089237	ITS Privacy	"['bon casa', 'improductie', 'its privacy', ""it's privacy""]"	['toegang en uitwisseling van patientgegevens']	www.glaskraalkado.nl,www.glaskraalkado.nl,www.glaskraalkado.nl	69102	Rechtskundige adviesbureaus	9714JV	Groningen	Industrie & Handel	Uitvoerende / toepassende / dienstverlenende partijen	1.0	2020-12-22T16:19:56.041659+01:00
40	59437138	Visserijbedrijf JM Zomerdijk	['visserijbedrijf jm zomerdijkisserijbedrijf jm zomerdijk']	['blackbox garnalenvisserij']		0311	Zee- en kustvisserij	1779XN	Den Oever	Beroeps- en koepelorganisaties	Adviserende organisaties	1.0	2020-12-22T16:19:56.041693+01:00
41	28038660	VSL 1	['ea vink en gma van diest - buis', 'vsl 1sl air-o-vent']	['radioactiviteit - toepassing en meten']	www.vslair.nl,www.vslair.nl,www.vslair.nl,www.vslair.nl	46692	Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek	2222AV	Katwijk	Opleiders en Research organisaties	nan	8.0	2020-12-22T16:19:56.064172+01:00
42	64905209	certa veritas	['certa veritas']	['unknown']		52292	Weging en meting	6666MK	Heteren	nan	nan	7.0	2020-12-22T16:19:56.064264+01:00
43	32098040	facilitylinq	['facilitylinq', 'furniturelinq']	['unknown']	www.house-of.nl	4665	Groothandel in bedrijfsmeubels	1086XP	Amsterdam	nan	nan	20.0	2020-12-22T16:19:56.064325+01:00
44	11019226	gebroeders van der stroom	"['meubelfabriek gebroeders van der stroom te culemborg', 'dutch originals', 'gispen classics', 'gebroeders van der stroom', 'gispen today', ""meubelfabr gebr van der stroom c'borg""]"	['unknown']	www.dutchoriginals.com,www.dutchoriginals.com,www.dutchoriginals.com	31012	Vervaardiging van bedrijfsmeubels	4147CV	Asperen	nan	nan	13.0	2020-12-22T16:19:56.064468+01:00
45	66636582	she nijsten vastgoed	['she nijsten vastgoed']	['unknown']		6832	Beheer van onroerend goed	3481KG	Harmelen	nan	nan	1.0	2020-12-22T16:19:56.064518+01:00
46	50242423	skynrg	['skynrg', 'skyenergy']	['unknown']		2829	Vervaardiging van overige machines en apparaten voor algemeen gebruik (rest)	1093NJ	Amsterdam	nan	nan	0.0	2020-12-22T16:19:56.064582+01:00
47	60789298	tnt express	['tnt express', 'tnt express pensioe', 'stichting pensioenfonds tnt express']	['unknown']		65302	Ondernemingspensioenfondsen en -spaarfondsen	9723AS	Groningen	nan	nan	0.0	2020-12-22T16:19:56.064621+01:00
48	55430406	vvm	['vvmvm']	['unknown']		43999	Overige gespecialiseerde werkzaamheden in de bouw (rest)	3774JD	Kootwijkerbroek	nan	nan	0.0	2020-12-22T16:19:56.064641+01:00
49	71412018	jack bean	['jack beajack bean']	['unknown', 'eiwit_transitie']		56101	Restaurants	3012CC	Rotterdam	nan	nan	4.0	2020-12-22T16:19:56.064660+01:00
50	30098485	pepsico	['pepsico nederland', 'smiths food group', 'pepsico']	['afval_en_secundaire_grondstoffen']		1089	Vervaardiging van overige voedingsmiddelen (rest)	1721CH	Broek op Langedijk	nan	nan	260.0	2020-12-22T16:19:56.064679+01:00
51	33216332	bostik	['bostik', 'bostik acquisition netherlands', 'bostik findley']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.ardal.nl,www.ardal.nl	46738	Groothandel gespecialiseerd in overige bouwmaterialen	4903RC	Oosterhout	nan	nan	75.0	2020-12-22T16:19:56.088543+01:00
52	28075330	ravensbergen food	['ravensbergen food', 'ravensbergen holding', 'ravensbergen sassenheim', 'ravensbergebanketbakkerij ravensbergeravensbergen cereals']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		46383	Gespecialiseerde groothandel in overige voedings- en genotmiddelen (rest)	2171AE	Sassenheim	nan	nan	0.0	2020-12-22T16:19:56.088601+01:00
53	17078481	valeres industriebouw	['staalbouw verelst nederland erelst industriebouw aleres industriebouw', 'valeres industriebouwaleres industriebouw']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.valeres.nl,www.valeres.nl	2512	Vervaardiging van metalen deuren, vensters en kozijnen	5684PX	Best	nan	nan	14.0	2020-12-22T16:19:56.088629+01:00
54	24179403	procter & gamble	['procter & gamble', 'richardson-vicks', 'procter & gamble nederland']	['unknown', 'stembepaling_oprichting_tc_biodiversiteit']	www.pg.com,www.pg.com,www.pg.com,www.pg.com,www.pg.com,www.pg.com	46432	Groothandel in elektrische huishoudelijke apparatuur (geen witgoed, audio en video)	3013AL	Rotterdam	nan	nan	111.0	2020-12-22T16:19:56.088652+01:00
55	08172584	IZITNL	['izitnl']	['cybersecurity & privacy']		86929	Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten	7543EZ	Enschede	nan	nan	0.0	2020-12-22T16:19:56.088675+01:00
56	33296205	b&v raadgevend ingenieurs   bouwkunde	['b&v raadgevend ingenieurs   bouwkunde']			6630	Vermogensbeheer	1024LE	Amsterdam			0.0	2020-12-22T16:19:56.088697+01:00
57	60517093	Buma/Stemra	['buma/stemra']			5920	Maken en uitgeven van geluidsopnamen	1059CA	Amsterdam			0.0	2020-12-22T16:19:56.088718+01:00
58	70596999	Bion	['biobion international']	['mest']		2015	Vervaardiging van kunstmeststoffen en stikstofverbindingen	6641LA	Beuningen Gld	nan	nan	0.0	2020-12-22T16:19:56.088737+01:00
59	66591880	methetnet	['methetnet', 'withthegrid']	['warmtenetten']		8110	Facility management	3514EE	Utrecht	nan	nan	0.0	2020-12-22T16:19:56.088757+01:00
60	24357027	BT Nederland	['bt marine nederland', 'bt nederland']	['cybersecurity']		46699	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	3371JK	Hardinxveld-Giessendam	nan	nan	1.0	2020-12-22T16:19:56.088777+01:00
61	33296214	BT Nederland	['bt nederland', 'telfort holding', 'bt ignite nederland holding']	['cybersecurity']		6190	Overige telecommunicatie	1101CM	Amsterdam	nan	nan	332.0	2020-12-22T16:19:56.110735+01:00
62	58223169	Domus Technica	['twise victory publishing', 'ik groei!', 'the wonder weeks', 'domus technica', 'oei']	['cybersecurity & privacy']		7311	Reclamebureaus	6814GN	Arnhem	nan	nan	0.0	2020-12-22T16:19:56.110816+01:00
63	32103985	Ziekenhuis Hilversum	['equipe zorgbedrijven hilversum elthuis kliniek hilversum', 'equipe zorgbedrijven zeist', 'ziekenhuis hilversum']	['cybersecurity & privacy']		86103	Categorale ziekenhuizen	3706BR	Zeist	nan	nan	0.0	2020-12-22T16:19:56.110864+01:00
64	57085277	ASML	['asml', 'asml taiwan ltd']	['werkvoorschriften (nec 623)', 'hyperloop']	www.asml.com,www.asml.com	3313	Reparatie van elektronische en optische apparatuur	5504DR	Veldhoven	nan	nan	0.0	2020-12-22T16:19:56.110913+01:00
65	61469696	IXAS Gaasperdammerweg	['ixas gaasperdammerweg']	['cybersecurity & privacy']		42111	Wegenbouw	1108EB	Amsterdam	nan	nan	0.0	2020-12-22T16:19:56.110942+01:00
66	60358785	Roerdalen	['roerdalenotariskantoor roerdalenotariskantoor roerdalen']	['cybersecurity & privacy']		69103	Notariskantoren	6077CG	Sint Odiliënberg	nan	nan	12.0	2020-12-22T16:19:56.110970+01:00
67	23077261	Multi-Post Services	['multi-post services', 'multi-post fulfilment & distributie services']	['cybersecurity & privacy']	www.multipost.com,www.multipost.com,www.multipost.com,www.multipost.com	8219	Secretariële dienstverlening	3316GZ	Dordrecht	nan	nan	35.0	2020-12-22T16:19:56.111001+01:00
68	12016218	Jabro Tools	['jabro tools beheer', 'jabro tools']	['cybersecurity & privacy']	www.secotools.com,www.secotools.com	2573	Vervaardiging van gereedschap	5973RC	Lottum	nan	nan	110.0	2020-12-22T16:19:56.111030+01:00
69	64578186	Van Breda	['van bredaan breda vriesma']	['ergonomie_administratieve_ruimtes__en_kantoren', 'cybersecurity & privacy']	www.backpackyard.com	6312	Webportals	2631XH	Nootdorp	nan	nan	2.0	2020-12-22T16:19:56.111057+01:00
70	02069095	TCN Data Hotels	['tcn data hotels', 'sig tcn telehousing', 'tcn sig telehousing', 'tcn groningedata hotel eemshavesig iest i', 'sig telehousing']	['cybersecurity & privacy']	www.tcndatahotels.com,www.tcndatahotels.com	68204	Verhuur van onroerend goed (niet van woonruimte)	9979XZ	Eemshaven	nan	nan	0.0	2020-12-22T16:19:56.111084+01:00
71	17073614	Mextal	['j & j beheer', 'mextal']	['cybersecurity & privacy']	www.mextal.nl,www.mextal.nl,www.mextal.nl,www.mextal.nl,www.mextal.nl,www.mextal.nl	2790	Vervaardiging van overige elektrische apparatuur	5674TB	Nuenen	nan	nan	22.0	2020-12-22T16:19:56.133363+01:00
72	01142059	Interstage	['interstage', 'x-stand', 'interstage podia']	['event structures']	www.interstage.eu,www.interstage.eu	9002	Dienstverlening voor uitvoerende kunst	7942KG	Meppel	MKB, ZZP	Directe gebruikers	12.0	2020-12-22T16:19:56.133443+01:00
73	57822883	Aspen Oss	['aspen oss', 'msd nl 8']	['platform atex 153']		2120	Vervaardiging van farmaceutische producten (geen grondstoffen)	5349AB	Oss	MKB, ZZP	Directe gebruikers	1087.0	2020-12-22T16:19:56.133486+01:00
74	08035190	AVK Nederland	['avk nederland', 'hillen de lelie', 'avk rewag']	['wg meterruimte van de toekomst', 'meterruimten']	www.avknederland.nl,www.avknederland.nl,www.avknederland.nl,www.avknederland.nl	4662	Groothandel in gereedschapswerktuigen	8171MD	Vaassen	MKB, ZZP	Producenten / leveranciers aanhangende product	42.0	2020-12-22T16:19:56.133523+01:00
75	54911389	gAvilar	['gavilar']	['normalisatieplatform waterstof voor de industrie en gebouwde omgeving', 'revisie nen 1059', 'ontwerp nen 7239']	www.gavilar.nl,www.gavilar.nl,www.gavilar.nl,www.gavilar.nl,www.gavilar.nl,www.gavilar.nl	2814	Vervaardiging van appendages	3316GK	Dordrecht	MKB, ZZP	nan	52.0	2020-12-22T16:19:56.133560+01:00
76	69152101	F. Kracht	['kracht werkt vof', 'f kracht']	"['cen/tc 422 ""pc side curtains ventilation systems""']"	www.kracht-werkt.nl,www.kracht-werkt.nl,www.kracht-werkt.nl	86922	Arbobegeleiding en reïntegratie	7573AA	Oldenzaal	MKB, ZZP	Uitvoerende / toepassende / dienstverlenende partijen	6.0	2020-12-22T16:19:56.133597+01:00
77	51234130	Rijkswaterstaat Zuid-Holland	['combinatie ooms-ballast-mno', 'rijkswaterstaat zuid-holland', 'combinatie obm', 'combinatie ooms-ballast-mno vof']	['visveiligheid van pompen en turbines']		42111	Wegenbouw	1634EA	Scharwoude	Overheden	Voorwaardenscheppende organisatie / opdrachtgevers	0.0	2020-12-22T16:19:56.133635+01:00
78	20103569	Eironmental Monitoring Systems	['eironmental monitoring systems']	['geurmetingen']	www.bsa-site.nl	2651	Vervaardiging van meet-, regel-, navigatie- en controleapparatuur	4697RZ	Sint-Annaland	Industrie & Handel	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:56.133714+01:00
79	08054335	Bosexploitatie van den Nagel	['bosexploitatie van den nagel']	['better biomass schemabeheer']		0220	Exploitatie van bossen	8075PE	Elspeet	Industrie & Handel	nan	13.0	2020-12-22T16:19:56.133821+01:00
80	34123402	Shin-Etsu PVC	['shin-etsu pvc']	['technische commissie drukapparatuur', 'sil platform']		2016	Vervaardiging van kunststof in primaire vorm	1221AB	Hilversum	Industrie & Handel	Directe gebruikers	0.0	2020-12-22T16:19:56.133855+01:00
81	20051183	SITA ReEnergy Roosendaal	['suez afvalstroommanagement', 'suez recycling and recovery netherlands', 'suez reenergy roosendaal', 'heeren vuilverbranding roosendaal', 'watco afvalverwerking roosendaal', 'sita reenergy roosendaal', 'suez eironnement', 'suez']	['better biomass schemabeheer']	www.sita.nl,www.sita.nl	3821	Behandeling van onschadelijk afval	4703RK	Roosendaal	Industrie & Handel	nan	23.0	2020-12-22T16:19:56.158841+01:00
82	33003790	Draka	['draka', 'drakaflex', 'draka kabel']	['wg herziening npr 2576-2005']	www.drakakabel.nl,www.drakakabel.nl	2732	Vervaardiging van overige elektrische en elektronische kabel	2627AN	Delft	Industrie & Handel	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:56.158906+01:00
83	75553953	Baffinland	['baffinland', 'baffinland iron mines europe']	['chemische analyse van metalen']		4612	Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten	1043GR	Amsterdam	Industrie & Handel	nan	0.0	2020-12-22T16:19:56.158937+01:00
84	57976791	Neskrid 4Allfeet	['neskrid r&d', 'neskrid', '4allbrands', 'neskrid 4allfeet']	['persoonlijke beschermingsmiddelen']	www.neskrid.nl,www.neskrid.nl	46424	Groothandel in schoenen	5161BP	Sprang-Capelle	Industrie & Handel	Producenten / leveranciers hoofdproduct	6.0	2020-12-22T16:19:56.158963+01:00
85	01090676	NEDU	['nedu', 'nedu farm']	['standaardisatieplatform e-facturatie ez 1300026083']		0161	Dienstverlening voor de akker- en/of tuinbouw	8566JG	Nijemirdum	Industrie & Handel	Producenten / leveranciers hoofdproduct	0.0	2020-12-22T16:19:56.158989+01:00
86	51067536	SWARCO Nederland	['swarco nederland']	['elektrische verkeersregel-installaties (nec 214)']	www.swarco.com	46699	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	1175RD	Lijnden	Branche organisaties	Producenten / leveranciers hoofdproduct	4.0	2020-12-22T16:19:56.159015+01:00
87	17141651	Stichting Maxima Medisch centrum	['máxima medisch centrum', 'stichting maxima medisch centrum', 'stichting fusieziekenhuis eindhoven-veldhovemaxima medisch centrum', 'stichting mmc', 'stichting máxima medisch centrum']	['anesthesie- en beademingssystemen', 'medische gas- en vacuum distributiesystemen', 'gezond_binnenklimaat_van_gebouwen']	www.mmc.nl,www.mmc.nl	86102	Algemene ziekenhuizen	5504DB	Veldhoven	Opleiders en Research organisaties	Directe gebruikers	0.0	2020-12-22T16:19:56.159044+01:00
88	18066721	aarts & co kantoor- en projectinrichters	['aarts & co kantoor- en projectinrichters']	['unknown']	www.aartsenco.nl,www.aartsenco.nl	4665	Groothandel in bedrijfsmeubels	5015BK	Tilburg	nan	nan	17.0	2020-12-22T16:19:56.159092+01:00
89	34035665	elco burners	['elco-rendamax', 'elco nederland holding', 'elco burners', 'elco energie systemen']	['unknown']		43222	Installatie van verwarmings- en luchtbehandelingsapparatuur	1332BB	Almere	nan	nan	0.0	2020-12-22T16:19:56.159135+01:00
90	02027119	perkinelmer health sciences	['packard bioscience', 'packard instrument', 'perkinelmer life and analytical sciences', 'perkinelmer health sciences']	['unknown']	www.perkinelmer.com,www.perkinelmer.com	2059	Vervaardiging van overige chemische producten (rest)	9723TH	Groningen	nan	nan	47.0	2020-12-22T16:19:56.159158+01:00
91	73797669	schouten	['schouten international flooring', 'schouteschouten vloereschouten flooring']	['unknown']	www.schoutenvloeren.nl	4333	Afwerking van vloeren en wanden	8251KN	Dronten	nan	nan	2.0	2020-12-22T16:19:56.182419+01:00
92	34253334	stijl advocaten	['stijl advocate']	['unknown']		69209	Overige administratiekantoren			nan	nan	0.0	2020-12-22T16:19:56.182479+01:00
93	22022768	van der straaten aannemingsmaatschappij	['duijnhouwer grond- wegen- en leidingbouw', 'van der straaten aannemingsmaatschappijan der straaten aannemingsmaatschappij', 'zuid west advies ontwerp & engineeringan der straaten aannemingmaatschappij']	['unknown']	www.vd-straaten.nl,www.vd-straaten.nl,www.vd-straaten.nl	42111	Wegenbouw	4417AN	Hansweert	nan	nan	98.0	2020-12-22T16:19:56.182508+01:00
