32092740	Branchevereniging Spelen	Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn	88999.0
73284459	firma groothuis	Vervaardiging van overige producten van metaal (rest)	2599.0
30049763	pittsburgh corning nederland	Groothandel gespecialiseerd in overige bouwmaterialen	46738.0
30207949	switchs	Interieur- en ruimtelijk ontwerp	74103.0
09037796	the shirtmakers	Groothandel in bovenkleding	46421.0
22022906	total	Schoonheidsverzorging, pedicures en manicures	96022.0
61456225	united care	Thuiszorg	88101.0
70358761	warmtebedrijf holding	Productie en distributie van stoom en gekoelde lucht	3530.0
24304845	kievit warmte	Loodgieters- en fitterswerk; installatie van sanitair	43221.0
56996853	van tilburg	Winkels in vlees en vleeswaren	47221.0
24281570	vinmar?	Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten	4612.0
34319706	de meerlanden	Wegenbouw	42111.0
52589684	health2work	Groothandel in bedrijfsmeubels	4665.0
27253825	johan de witt scholengroep	Overige administratiekantoren	69209.0
67370659	Enpuls	Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water	3512.0
17047664	Philips International  - IP&S	Lease van niet-financiële immateriële activa	7740.0
31026639	Hapam	Vervaardiging van schakelaars, stekkers, stopcontacten e.d.	2733.0
61266620	Petrogas E&P Netherlands	Beleggingsinstellingen met beperkte toetreding	64303.0
71338837	Penetra	Beveiliging via beveiligingssystemen	8020.0
41087534	De Berkenschutse	Categorale ziekenhuizen	86103.0
11052928	Longus	Vermogensbeheer	6630.0
63679434	Nimax	Fotografie	74201.0
41165009	AkzoNobel	Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn	88999.0
33223419	IMC Trading	Marketmakers	66192.0
10030766	Cannock Chase	Kredietinformatie- en incassobureaus	8291.0
30164331	Waste Technology Service	Installatie van ketels en tanks	3321.0
41158070	OPCW	Steunfondsen (niet op het gebied van welzijnszorg)	94993.0
32069627	Uitgeverij Deviant	Uitgeverijen van boeken	5811.0
50661590	WOONopMAAT	Handel in elektriciteit en in gas via leidingen	3514.0
64635163	Schipper Safestore	Goederenvervoer over de weg (geen verhuizingen)	4941.0
24158580	Cefetra	Groothandel in veevoeder (geen ruw-, meng- en krachtvoeder)	46215.0
60151579	Innervate	Overige dienstverlenende activiteiten op het gebied van informatie (rest)	6399.0
09007973	Essilor Nederland	Vervaardiging van medische instrumenten en hulpmiddelen (geen tandtechniek)	32502.0
41182481	Stichting Salvage	Overige dienstverlening op het gebied van verzekeringen en pensioenfondsen (rest)	66299.0
50741004	HappyNurse	Uitleenbureaus	78202.0
23043572	Hofman Sliedrecht	Beheer van onroerend goed	6832.0
11061078	Kedge Safety Systems	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	46699.0
02320379	Etex Building Performance	Groothandel gespecialiseerd in overige bouwmaterialen	46738.0
24329520	Tattoo Bob	Overige dienstverlening (rest)	9609.0
08024135	Van Peperzeel	Groothandel in non-ferrometalen en -halffabrikaten	46723.0
12024646	Geelen Beton Wanssum	Vervaardiging van producten van beton voor de bouw	23611.0
11054420	Hoeflake Infratechniek	Vervaardiging van schakel- en verdeelinrichtingen	2712.0
30138675	Dare!! Measurements	Weging en meting	52292.0
17060920	Dorel Juvenile Group	Vervaardiging van overige goederen (rest)	32999.0
40240151	Rabobank Best	Gezelligheidsverenigingen	94991.0
65511034	Gas Stop Europe	Winkels gespecialiseerd in overige artikelen (rest)	47789.0
24075224	BUVA Rationele Bouwprodukten	Groothandel in ijzer- en metaalwaren	46741.0
08181898	Muller-BBM VibroAkustik Systeme	Groothandel in meet- en regelapparaten	46695.0
24321042	VolkerWessels Telecom	Leggen van elektriciteits- en telecommunicatiekabels	4222.0
31047513	aevitae	Assurantietussenpersonen	6622.0
27153969	emdamed	Beleggingsinstellingen met beperkte toetreding	64303.0
23074707	officious	Groothandel in kantoormachines (geen computers)	4666.0
09217053	veiligheids- en gezondheidsregio gelderland-midden	Brandweer	8425.0
27356963	teekenskarstens advocaten	Advocatenkantoren, bewindvoerders en curatoren	69101.0
67103693	krekon raadgevende ingenieurs	Vervaardiging van overige goederen (rest)	32999.0
52772764	van der kamp betoncentrales	Vervaardiging van producten van beton voor de bouw	23611.0
