kvk_number	name	sbi_code	sbi_code_description	city	all_names
27124701	kpn	6190.0	Overige telecommunicatie	Eindhoven	['xs4all', 'kpn', 'kpkpn telecom', 'ptt telecom', 'kpkpn security', 'kpn telecom', 'kpkpn']
41146015	rhp	72191.0	Speur- en ontwikkelingswerk op het gebied van landbouw en visserij (niet biotechnologisch)		['stichting rhp', 'rhp']
33001190	Bank Mendes Gans	64194.0	Algemene banken	Amsterdam	['bank mendes gans']
34377971	Veiligheidsregio Kennemerland	8425.0	Brandweer	Lisserbroek	['veiligheidsregio kennemerland', 'brandweer kennemerland']
09043479	Eijkelkamp Soil & Water	2892.0	Vervaardiging van machines voor de bouw en winning van delfstoffen	Giesbeek	['eijkelkamp agrisearch equipment', 'eijkelkamp soil & water']
66506824	Broekhuis	35113.0	Productie van elektriciteit door zonnecellen, warmtepompen en waterkracht	Deurningen	['broekhuis', 'broekhuis koegas']
33160979	G4S Security Services	8010.0	Particuliere beveiliging	Son en Breugel	['randon beveiliging', 'securicor beveiliging', 'g4s security services regio zuid nederland', 'group 4 securicor beveiliging', 'g4s security services', 'securicor randog4s beveiliging']
51839806	InteQ	74103.0	Interieur- en ruimtelijk ontwerp	Markelo	['groteq', 'inteq']
61512966	Sonneveld	1411.0	Houden van melkvee	Aldeboarn	['handelsonderneming sonneveld', 'sonneveld', 'melkveehouderij sonneveld', 'maatschap sonneveld']
02067077	ThiemeMeulenhoff	5811.0	Uitgeverijen van boeken	Amersfoort	['thiememeulenhoff holding', 'ndc elektronische media', 'thiememeulenhoff']
24230269	Trigion	8020.0	Beveiliging via beveiligingssystemen	Schiedam	['secmateleguard', 'teleguard', 'trigiotrigion alarmcentrale', 'trigion', 'trigion alarmservicecentrale']
24341167	siemens	78202.0	Uitleenbureaus	Eindhoven	['innotec benelux', 'siemens', 'comos industry solutions', 'siemens industry software']
53745175	siemens	35111.0	Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales	Zoeterwoude	['nem energy', 'siemens', 'siemens energy', 'siemens heat transfer technology']
33216709	KLM	46713.0	Groothandel in minerale olieproducten (geen brandstoffen)	Amstelveen	['klm', 'klm oliemaatschappij']
59495545	Kewi Services	71201.0	Keuring en controle van agrarische producten en voedingsmiddelen	Heesch	['worstenbroodjeeu', 'kewi services', 'mobiellaboratorium']
17107940	Patentwerk	69105.0	Octrooibureaus	's-Hertogenbosch	['patentwerk', 'octrooibureau lioc brabant']
51137143	MediaCenter Rotterdam	7311.0	Reclamebureaus	Rotterdam	['print4business', 'mediacenter rotterdam', 'cheapdrukker', 'mediacenter drechtstede', 'cheap2print', 'mediacenter amsterdam', 'groen media services', 'groen media', 'webkrassebesteldrukwerkonline', 'de nieuwe rotterdamsche', 'groen leidemediacenter leidemediacenter utrecht', 'brandsync', 'printcenter', 'press print play', 'mediacenter den haag', 'de nieuwe leidsche']
64942821	Wolf Advies	69203.0	Boekhoudkantoren	Meedhuizen	['wolf advies', 'advies en administratiekantoor wolf vof', 'advies- en administratiekantoor wolf']
14070024	Gemeente Eersel	86922.0	Arbobegeleiding en reïntegratie	Eersel	['arbo & claim support', 'gemeente eersel']
64156338	VU medisch centrum	86101.0	Universitair medische centra	Amsterdam	['uhp-vumc', 'vu medisch centrum', 'stichting vumc']
33143641	Snow	32999.0	Vervaardiging van overige goederen (rest)	Haarlem	['unlimited snow', 'snow', 'p hauber bevrachtingskantoor duivendrecht']
23028070	Nemef	2572.0	Vervaardiging van hang- en sluitwerk	Raamsdonksveer	['lips slotelips', 'chubb lips nederland', 'lips nederland', 'assa abloy nederland', 'nemef']
70652287	Brein	86913.0	Praktijken van psychotherapeuten, psychologen en pedagogen	Nijmegen	['brein', 'breibrein in zicht']
27184200	Global Switch Amsterdam	68204.0	Verhuur van onroerend goed (niet van woonruimte)	Amsterdam	['global switch amsterdam']
12059837	Jalema	1723.0	Vervaardiging van kantoorbenodigdheden van papier	Reuver	['jalema division office supplies', 'jalema information management', 'jalema division filing systems', 'jalema']
08033956	Koninklijke van der Most	1723.0	Vervaardiging van kantoorbenodigdheden van papier	Heerde	['koninklijke van der most', 'w van der most & zonen']
23036357	Damen Shipyards Gorinchem	3011.0	Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen)	Gorinchem	['chantiers navals damedamen field services', 'damen technical coöperation', 'damen parts', 'scheepswerf dame scheepswerf damen gorinchem', 'damen shipyards gorinchem', 'scheepswerf damescheepswerf damen gorinchem', 'damen shipyards']
34160453	Stichting HIV Monitoring	72193.0	Speur- en ontwikkelingswerk op het gebied van gezondheid en voeding (niet biotechnologisch)		['stichting hiv monitoring']
09054346	Linco Food Systems	2893.0	Vervaardiging van machines voor de productie van voedings- en genotmiddelen	Doesburg	['linco holland engineering', 'tieleman food equipment', 'linco food systems']
23069851	Multi Instruments Analytical	46695.0	Groothandel in meet- en regelapparaten	Gorinchem	['multi instruments analytical', 'multiinstruments']
38017223	Aebi Schmidt Nederland	2830.0	Vervaardiging van machines en werktuigen voor de land- en bosbouw	Holten	['aebi schmidt nederland', 'schmidt holland', 'ing alfred schmidt holland']
08012289	Altrex	2599.0	Vervaardiging van overige producten van metaal (rest)	Zwolle	['gatem', 'bijstede', 'altrex']
20029985	Cooper Safety	2740.0	Vervaardiging van elektrische lampen en verlichtingsapparaten	Zaltbommel	['blessing electronics', 'cooper meier', 'cooper safety']
37049507	ASSA ABLOY Entrance Systems	2512.0	Vervaardiging van metalen deuren, vensters en kozijnen	Heerhugowaard	['crawford door continental', 'assa abloy entrance systems', 'cardo production heerhugowaard', 'assa abloy entr syst prod netherlands', 'cardo industrial door production', 'cardo door continental', 'assa abloy entrance systems production netherlands', 'crawford production holland']
30199115	Wagner Nederland	46699.0	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	Utrecht	['wagner systemen nederland', 'wagner nederland']
01182897	Oosterwolde Plastic Industrie	2222.0	Vervaardiging van verpakkingsmiddelen van kunststof	Oosterwolde	['oosterwolde plastic industrie', 'oosterwoldense plastic industrie']
08066559	Van Werven Biomassa	4941.0	Goederenvervoer over de weg (geen verhuizingen)	Biddinghuizen	['biomassa van werven energie', 'van werven biomassa', 'j baltes transporten en containervervoer an werven energie', 'van werven biomassaan werven biomassa']
33260625	Jungle Gym	46494.0	Groothandel in speelgoed	Amsterdam	['jungle gym', 'tojge']
01043629	Tyson Foods Oosterwolde	1085.0	Vervaardiging van kant-en-klaarmaaltijden en snacks	Oosterwolde	['plusfood', 'brf', 'tyson foods oosterwolde']
55797008	Riese & Müller	7311.0	Reclamebureaus	Alkmaar	['riese und müller gmbh', 'riese & müller']
51137747	Hoogheemraadschap van Rijnland	3700.0	Afvalwaterinzameling en -behandeling	Katwijk	['awzi katwijk', 'hoogheemraadschap van rijnland']
24242021	eneco warmte	35111.0	Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales	Rotterdam	['eneco', 'eneco warmte', 'geb warmtekracht efcon', 'eneco warmte & koude', 'eneco warmte & koude leveringsbedrijf']
32100824	midden nederland milieu	3832.0	Gesorteerd materiaal voorbereiden tot recycling	Ankeveen	['milieu groep midden nederland', 'midden nederland milieu', 'remondis data midden nederland']
21001824	yara sluiskil	2015.0	Vervaardiging van kunstmeststoffen en stikstofverbindingen	Sluiskil	['yara sluiskil', 'hydro agri sluiskil']
27060219	ah vrij	46735.0	Groothandel in zand en grind	Wateringen	['ah vrij grond- en groenrecyclingrij materieel', 'ah vrij groe grond en infra', 'firma ah vrij en zooah vrij groeerzorging', 'ah vrij', 'ah vrij groeerzorging']
13034736	packagegroup moonen	46696.0	Groothandel in emballage	Weert	['bührmannubbens packaging', 'roots biopack europe', 'moonen packaging', 'bührmannubbens', 'packagegroup mooneverpakking moonepackagegroup moonen', 'packagegroup moonen']
55487726	bogro snelrewaard	43222.0	Installatie van verwarmings- en luchtbehandelingsapparatuur	Snelrewaard	['bogro snelrewaard']
02324261	eco heating systems groningen	2752.0	Vervaardiging van niet-elektrische huishoudapparaten	Groningen	['eco heating systems', 'eco heating systems groningen', 'eco holding', 'mutua fides administratief', 'eco heating systems groningeeco heating systems groningen']
24133641	ekb nederland	4941.0	Goederenvervoer over de weg (geen verhuizingen)	Bergambacht	['kieserling nederland', 'ekb nederland']
09145554	wispa	45311.0	Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires (geen banden)	Vethuizen	['wispa', 'wispa oldtimer tractoren vof']
16020595	gea refrigeration netherlands	2420.0	Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor	's-Hertogenbosch	['grnl - technology center piston compressors gea grasso', 'gea grasso', 'grnl - country sales organisation components benelux', 'grnl-country sales organisation benelux', 'gea refrigeration technologies', 'grassos koninklijke machinefabrieken', 'grnl - section it', 'gea refrigeration it services', 'royal gea grasso holding', 'grnl - european skids center', 'gea refrigeration netherlands', 'grnl - shared service center', 'gea grenco', 'gea refrigeration components', 'grnl - international sales', 'gea grasso international']
73694142	demako	4312.0	Grondverzet	Markelo	['demako']
51729156	isoplus	46694.0	Groothandel in appendages, technische toebehoren e.d.	Breda	['isoplus benelux', 'isoplus']
02090557	Logi. Span Resthout	46731.0	Groothandel in hout en plaatmateriaal	Winsum	['logi span resthout', 'logi  span resthout', 'logi. span resthout']
12025754	Schell Industries	1392.0	Vervaardiging van geconfectioneerde artikelen van textiel (geen kleding)	Belfeld	['schell industries']
14072225	SABIC Petrochemicals	2059.0	Vervaardiging van overige chemische producten (rest)	Sittard	['de petrochemicals limburg', 'sabic petrochemicals', 'sabic limburg', 'sabic petrochemicals limburg']
30226332	F-Secure	4741.0	Winkels in computers, randapparatuur en software	Hilversum	['f-secure']
33115145	Indover Bank	64194.0	Algemene banken	Amsterdam	['indover bank', 'indover', 'de indonesische overzeese bank']
30181429	Logipress	52109.0	Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)	Montfoort	['todays fulfilment & detachering', 'logipress', 'logipress fulfilment', 'logipress vastgoed']
34350994	ARSEC Consultancy	6202.0	Advisering op het gebied van informatietechnologie	Zaandam	['arsec consultancy']
24269483	Linde Gas Benelux	2011.0	Vervaardiging van industriële gassen	Schiedam	['aga gas', 'linde gas benelux', 'aga iest', 'gl loos & cos fabrieken', 'hoek loos']
08155147	NatuurNetwerk	6203.0	Beheer van computerfaciliteiten	Vaassen	['natuurnetwerk', 'natuur netwerk']
72013176	Talpa Network	6203.0	Beheer van computerfaciliteiten	Hilversum	['talpa network']
40024319	Hanzehogeschool	88993.0	Lokaal welzijnswerk	Groningen	['hanzehogeschool fez', 'hanzehogeschool', 'het corps van leerlingen van de hanzehogeschool groningehanzehogeschool fez', 'hogeschool van groninge faculteit techniek', 'het corps van leerlingen van de hanzehogeschool', 'corps leerlingen techn hanzehogeschool grohet corps van leerlingen van de technische opleidingen van de hanzehogeschool groningehet corps van leerlingen van de hts van de  gemeente groningehet corps van leerlingen van de rijks          hogeschool groningen sector natuur en techniek', 'hanzehogeschoolan dooreeste']
24176051	CDS Electronics	2611.0	Vervaardiging van elektronische componenten	Rotterdam	['cds electronics']
52695522	IdTopIQ	6202.0	Advisering op het gebied van informatietechnologie	Amsterdam	['idtopiq']
51106809	GroupLife	66299.0	Overige dienstverlening op het gebied van verzekeringen en pensioenfondsen (rest)	Eindhoven	['peita', 'oviro', 'grouplife education', 'grouplife']
09036422	Ubbink	2223.0	Vervaardiging van kunststofproducten voor de bouw	Doesburg	['ubbink', 'ubbink nederland']
08013145	VMI Holland	2896.0	Vervaardiging van machines voor de kunststof- en rubberindustrie	Epe	['ebm techniekmi group', 'vmi holland', 'vmi epe hollandmi holland', 'kls netherlandseluwse machine industrie mi epe holland mi holland', 'kls netherlandsmi hollandmi holland mi epe holland']
12024240	Scheuten Glas Nederland	2312.0	Vormen en bewerken van vlakglas	Venlo	['scheuten glasindustrie', 'scheuten glas nederland', 'scheuten glasgroep']
16030487	Reynaers	46723.0	Groothandel in non-ferrometalen en -halffabrikaten	Helmond	['reynaers']
28085557	Ecocem Benelux ,	2351.0	Vervaardiging van cement	Moerdijk	['orcem', 'ecolite', 'ecocem benelux', 'ecocem benelux ,']
18039877	Cepro International	4662.0	Groothandel in gereedschapswerktuigen	Rijen	['cepro international']
08035585	Albert van de Scheur De Hijs- en Transportspecialist	7732.0	Verhuur en lease van machines en installaties voor de bouw	Apeldoorn	['de hijsspecialist', 'albert van de scheur de hijs- en transportspecialist', 'albert van de scheur', 'albert vd scheur de hijs en transportspec']
30134311	Nedtrain	3317.0	Reparatie en onderhoud van overige transportmiddelen	Utrecht	['ns componentenbedrijf', 'nedtrain', 'ns materieel', 'nedtrainedtrainedtrain', 'ns treinmodernisering']
24104547	Dow Benelux	20141.0	Vervaardiging van petrochemische producten	Hoek	['dow benelux']
17078258	Wienerberger	2332.0	Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen)	Zaltbommel	['terca baksteen', 'straatbaksteen nederland', 'wienerberger bricks', 'steeisie', 'porotherm - terca - koramic - poriso', 'daas baksteeteewen koramic baksteen', 'wienerberger']
17059425	EPZ	35111.0	Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales	Borssele	['elektriciteits produktiemaatschappij zuid-nederland epz', 'documentaire voorzieningen', 'elektr prodmijzuid-nederland epz', 'elektriciteits prodmijzuid-ned epz', 'epz']
63794780	VPGI Certification	71203.0	Overige keuring en controle	's-Gravenhage	['vpgi certificatiovpgi certification', 'vpgi certification']
39045017	Saint-Gobain PAM Nederland	2221.0	Vervaardiging van platen, folie, buizen en profielen van kunststof	Almere	['saint-gobain pipe systems', 'de ruiter beheer', 'saint-gobain pam nederland', 'handelmaatschappij c de ruiter']
40483480	Federatie Medisch Specialisten	9412.0	Beroepsorganisaties		['federatie medisch specialisten', 'federatie medisch specialiste']
08125430	Koopman Assurantien	6622.0	Assurantietussenpersonen	Albergen	['koopman assurantiekoopman assurantiën', 'koopman assurantien']
66606160	dhps	46742.0	Groothandel in verwarmingsapparaten	Hardinxveld-Giessendam	['dhps']
33174864	dtz zadelhoff vof	6831.0	Bemiddeling bij handel, huur of verhuur van onroerend goed	Enschede	['cushman & wakefield', 'dtz zadelhoff vof', 'dtz zadelhoff']
31035537	eurotape	2120.0	Vervaardiging van farmaceutische producten (geen grondstoffen)	Soest	['eurotape']
61936529	hanz	9003.0	Schrijven en overige scheppende kunst	Tiendeveen	['hanz', 'janne ijmker', 'wp van den berg']
01050561	jansma drachten	42111.0	Wegenbouw	Drachten	['aannemers- en transportbedrijf gj jansma', 'jansma drachten', 'jansma wegen en milieu', 'jansma drachtejansma drachten']
41159550	voedingscentrum	86929.0	Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten	's-Gravenhage	['stichting voedingscentrum nederland', 'voedingscentrumoedingscentrum nederland', 'voedingscentrum']
76849198	vwa	4941.0	Goederenvervoer over de weg (geen verhuizingen)	Alblasserdam	['vwawa', 'vwa']
20061891	Elsevier	1071.0	Vervaardiging van brood en vers banketbakkerswerk	Breda	['elsevier opleiding & advies', 'elsevier', 'bakkerij elsevier vof', 'bakkerij elsevier', 'elsevier langendijk']
08191791	atelier 007	9003.0	Schrijven en overige scheppende kunst	Zwolle	['atelier 007', 'atelier 007-marit a otto']
30074175	lisman en lisman	6630.0	Vermogensbeheer	Zeist	['lisman en lismalisman en lisman garantiebouw', 'lisman en lisman']
40026312	BDO Campsobers	94991.0	Gezelligheidsverenigingen		['bdo campsobers']
34111283	StartPage.com	7312.0	Handel in advertentieruimte en -tijd	Zeist	['startpage.com']
67797458	KL	88992.0	Maatschappelijk werk	Sittard	['', 'kl']
09023510	HSF B.V.	2599.0	Vervaardiging van overige producten van metaal (rest)	Duiven	['hsf hartmans samenwerkende fabrieken', 'hsf', 'hsf b.v.', 'hsf samenwerkende fabrieken']
34314990	Environ Systems B.V.	3821.0	Behandeling van onschadelijk afval	Heemstede	['environ systems b.v.']
30017483	Van Veluw Beheer	3211.0	Slaan van munten en medailles	Zeist	['van veluw beheer', 'van veluw beheeran veluw beheer b van veluw beheer']
28076904	Rent a Plant	77299.0	Verhuur van overige consumentenartikelen (rest)	Almelo	['rent a plant', 'planting power', 'rent-a-plant almelo', 'rent-a-plant', 'hydrocultuur nederland']
71491333	Avenyda	85599.0	Studiebegeleiding, vorming en onderwijs (rest)	Wijchen	['avenyda', 'wandelcoach wijchebiznizup']
65032969	dcypher	7311.0	Reclamebureaus	Son en Breugel	['dcypher media', 'dcypher']
70520054	Power of 4	74101.0	Communicatie- en grafisch ontwerp	Nijmegen	['hosting 4 power', 'hosting4power', 'power of 4']
62962825	Spryng	6312.0	Webportals	Amsterdam	['spryng']
71553223	dutch group	7990.0	Informatieverstrekking op het gebied van toerisme en reserveringsbureaus	Amsterdam	['dutch travel group', 'dutch group']
34362974	Oostzaan	8621.0	Praktijken van huisartsen	Oostzaan	['oostzaahuisartsenpraktijk oostzaagem oostzaagem oostzaan', 'oostzaan']
37080345	Horlings Accountants	69201.0	Registeraccountants	Amsterdam	['horlings nexia accountants', 'horlings nexia accountants & belastingadviseurs', 'horlings accountants', 'horlings nexia adviseurs', 'horlings nexia advisors', 'cox & partners registeraccountants', 'horlings nexia-amsterdam', 'horlings nexia amsterdam', 'horlings nexia tax advisors', 'horlings', 'horlings nexia accountants & tax advisors', 'horlings acc & belastingadviseurs', 'cogere', 'accountantskantoornl', 'horlings nexia auditors', 'nexia-amsterdam', 'horlings nexia auditors & tax advisors', '30030 hurks registeraccountant', 'horlings accountants & belastingadviseurs', 'nexia amsterdam', 'omnyacc hurks registeraccountant']
27165240	TetraNed	6190.0	Overige telecommunicatie	Gouda	['tetraned', 'tetranedof tetraned']
31038541	Reym	4612.0	Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten	Veendam	['reym veendam', 'reym']
77132033	Linda	96021.0	Haarverzorging	Hoorn	['kapper linda', 'linda']
34138706	Comm'ant Nederland	7740.0	Lease van niet-financiële immateriële activa	Amsterdam-Duivendrecht	['commant nederland']
62615971	Rave Safe	47916.0	Detailhandel via internet in vrijetijdsartikelen	Groningen	['rave safe']
02075672	AP Nederland	2732.0	Vervaardiging van overige elektrische en elektronische kabel	Kolham	['ap nederland', 'assembling partner nederland']
33211110	ONE-Dyas	64923.0	Participatiemaatschappijen	Amsterdam	['one-dyas', 'oranje-nassau energie', 'oranje-nassau energie participatie maatschappij']
59401354	DOC Volac Nutrition VOF	1051.0	Vervaardiging van zuivelproducten (geen consumptie-ijs)	Hoogeveen	['doc-volac nutrition vof', 'doc volac nutrition vof']
23047148	eReM Elektrotechnici	3323.0	Installatie van elektronische en optische apparatuur	Zwijndrecht	['erem', 'erem elektrotechnici']
08106905	Hygear	2011.0	Vervaardiging van industriële gassen	Arnhem	['hexion', 'hygear']
30084809	Synergy Health Utrecht	86924.0	Medische laboratoria, trombosediensten en overig behandelingsondersteunend onderzoek	Utrecht	['regilabs', 'synergy health utrecht']
59196793	MVO De ketenorganisatie voor olien en	9420.0	Werknemersorganisaties		['mvo de ketenorganisatie voor olien e', 'mvo de ketenorganisatie voor olien en']
09212826	Veiligheidsregio Gelderland-Zuid	86925.0	Ambulancediensten en centrale posten	Nijmegen	['rav post/brandweerkazerne nijmegen-centrum', 'gr hulpverlening & veiligheid gelderland-zuideiligheidsregio gelderland-zuid en rav post nijmege', 'veiligheidsregio gelderland-zuid']
27348329	VNG Realisatie	94995.0	Overkoepelende organen en samenwerkings- en adviesorganen (niet op het gebied van gezondheids- en welzijnszorg, sport en recreatie)	's-Gravenhage	['vng realisatieng realisatie', 'stichting kwaliteitsinstituut nederlandse gemeentecoöperatie kwaliteits instituut nederlandse gemeenten', 'vng realisatie']
59309261	dejatech ges	2611.0	Vervaardiging van elektronische componenten	Belfeld	['dejatech ges']
78608597	dutch cuisine	5621.0	Eventcatering	Den Hoorn	['dutch cuisine', 'dutch high cuisine']
34235335	guidion nederland	9511.0	Reparatie van computers en randapparatuur	Amsterdam	['guidion nederland', 'house of skills', 'sapharos']
32085098	hellemans consultancy	3514.0	Handel in elektriciteit en in gas via leidingen	Hoevelaken	['hellemans consultancy', 'hellemans energy consultancy']
04064766	kienergie	35113.0	Productie van elektriciteit door zonnecellen, warmtepompen en waterkracht	Meppel	['kienergie']
27251317	koppert cress	1134.0	Teelt van aardappels en overige wortel- en knolgewassen	Maasdijk	['koppert cress']
41236583	omring	8710.0	Verpleeghuizen	Den Burg	['omring', 'omringerpleeg- en verzorgingshuis gollards', 'stichting omring', 'stichting west-friese zorggroep de omring']
56350481	port of den helder	52241.0	Laad-, los- en overslagactiviteiten voor zeevaart	Den Helder	['port of den helder']
27303796	waterproef	56101.0	Restaurants	's-Gravenhage	['waterproef']
30039925	aldipress	5814.0	Uitgeverijen van tijdschriften	Utrecht	['aldipress']
34083341	tata steel nederland technology	7740.0	Lease van niet-financiële immateriële activa	Velsen-Noord	['hoogovens corporate services', 'tata steel research', 'development & technology', 'tata steel - group intellectual property services', 'melampus ijmuiden', 'corus technology', 'tata steel - research and development', 'tata steel nederland technology']
31026074	Trane	46692.0	Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek	Soest	['trane']
32147382	Bolcom	47913.0	Detailhandel via internet in boeken, tijdschriften, cd's, dvd's	Utrecht	['bolcom', 'flevo deelnemingen i']
54255090	LB	45112.0	Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe)	Veldhoven	['', 'lb']
56530609	HANAMI	64303.0	Beleggingsinstellingen met beperkte toetreding	Bennebroek	['hanami']
41150559	Politie Haaglanden	94991.0	Gezelligheidsverenigingen		['politie haaglande', 'politie haaglanden']
50598481	Pro Education	8541.0	Niet-universitair hoger onderwijs	Hilversum	['pro education', 'pro educatiopro education']
30055243	Strukton Railinfra	4213.0	Bouw van kunstwerken	Utrecht	['strukton railinfra', 'strukton railinfra projectestrukton rail projectestrukton spoorwegbouw', 'strukton railinfra italië', 'strukton railinfra projecten', 'strukton rail italië']
27071616	DSW Rijswijk en Omstreken	78202.0	Uitleenbureaus	Zoetermeer	['krijnen automation', 'dsw rijswijk en omstreken', 'dsw rijswijk en omstrekekrijnen personeel']
75053683	Pro Groep	7810.0	Arbeidsbemiddeling	Goes	['pro zzp groep', 'pro groep', 'pro zzp group']
34174831	Clifford Electronics Benelux	46433.0	Groothandel in audio- en video-apparatuur	Lijnden	['clifford electronics benelux']
17256982	Sims Recycling Solutions	3832.0	Gesorteerd materiaal voorbereiden tot recycling	Eindhoven	['sims recycling solutions coöperatief ba', 'sims recycling solutions']
64166880	Impress	4634.0	Groothandel in dranken (geen zuivel)	Amsterdam	['impress drinks', 'impress']
17120985	Fluidwell	2899.0	Vervaardiging van overige machines, apparaten en werktuigen voor specifieke doeleinden (rest)	Veghel	['fluidwell']
24402765	Foodmate	2893.0	Vervaardiging van machines voor de productie van voedings- en genotmiddelen	Numansdorp	['shoemate', 'dafoma', 'foodmate']
27249394	Piasau	7311.0	Reclamebureaus	Zoetermeer	['piasau']
09031437	Asco Controls	2814.0	Vervaardiging van appendages	Ede	['asco numatics benelux', 'asco controls']
36001018	Voortman Kantoormeubelen	31012.0	Vervaardiging van bedrijfsmeubels	Purmerend	['voortman kantoormeubelen', 'voortman kantoormeubelevoortman kantoormeubelen oortman magazijninrichtingevoortmavoortman bedrijfsmeubelevoortman bedrijfsmeubelen']
27090472	Engie Refrigeration	43222.0	Installatie van verwarmings- en luchtbehandelingsapparatuur	Zoetermeer	['gti koudetechniek', 'engie refrigeratioengie refrigeration', 'engie refrigeration', 'zephyr koel- en luchttechniek', 'gti zephyr koudetechniek', 'engie koudetechniek', 'cofely refrigeration']
18029854	van Iersel Biezenmortel	3821.0	Behandeling van onschadelijk afval	Biezenmortel	['van iersel biezenmortelan iersel biezenmortel an iersel compost', 'ag van iersel en zn an iersel biezenmortel', 'van iersel biezenmortel']
41177433	Stichting Dianet	86923.0	Preventieve gezondheidszorg (geen arbobegeleiding)	Utrecht	['stichting dianet dialysecentra', 'dianet', 'stichting dianet', 'stichting thuisdialyse midden-west nederland']
24448346	Zondermeer	66193.0	Hypotheek- en kredietbemiddeling, geldwisselkantoren, bank- en spaaragentschappen e.d.	Hoogvliet Rotterdam	['zondermeer advies nederland an geest financiële serviceverlening', 'zondermeer']
34365024	gemeente amstelveen	8130.0	Landschapsverzorging	Amstelveen	['gemeente amstelveebedrijfsruimte groen', 'gemeente amstelveen', 'gemeente amstelvee']
16028015	intervet international	2120.0	Vervaardiging van farmaceutische producten (geen grondstoffen)	De Bilt	['intervet international']
33231790	nationale-nederlanden nederland	5630.0	Cafés	Rotterdam	['nationale-nederlanden nederland', 'nationale-nederlanden café']
33005457	novagraaf nederland	69105.0	Octrooibureaus	Amsterdam	['eurosearch', 'creagraaf', 'markgraaf', 'novagraaf nederland', 'euromark', 'merkzeker!', 'name frame']
77636651	nunu	46311.0	Groothandel in groenten en fruit	Arnhem	['nunu 4 you ltd', 'nunu']
09091785	stichting hogeschool van arnhem en nijmegen	8541.0	Niet-universitair hoger onderwijs	Arnhem	['stichting hogeschool arnhem/nijmege', 'stichting hogeschool van arnhem en nijmegestichting hogeschool van arnhem en nijmegehan university of applied sciences', 'stichting hogeschool van arnhem en nijmegen']
58214097	tilborghs betonstaal	43992.0	Vlechten van betonstaal	Geldrop	['tilborghs betonstaal']
66624525	un women	94993.0	Steunfondsen (niet op het gebied van welzijnszorg)	's-Gravenhage	['un womestichting un women nationaal comité nederland', 'un women']
56253591	valkonet	64303.0	Beleggingsinstellingen met beperkte toetreding	Groningen	['valkonet', 'lc valkonet beheer']
65122356	stichting b & r	88992.0	Maatschappelijk werk		['stichting b & r']
24356728	synorga groep	69209.0	Overige administratiekantoren	Barendrecht	['synorga groep']
14622070	esaote europe	2660.0	Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur	Maastricht	['esaote benelux', 'pie beheer', 'pie medical equipment', 'esaote international', 'esaote europe', 'pie medical benelux']
29024017	sedus stoll	4665.0	Groothandel in bedrijfsmeubels	Zoetermeer	['sedus stoll ag', 'sedus stoll ba', 'sedus stoll']
54294762	Visser & Visser	4391.0	Dakdekken en bouwen van dakconstructies	Budel	['visser & visserisser & visser dakdekkersisser & visserisser & visser dien', 'visser & visser']
05072991	Laser Nederland	86221.0	Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie)	Lemelerveld	['laser nederland']
20092742	Saver	3811.0	Inzameling van onschadelijk afval	Roosendaal	['saver', 'samenwerkingsverband reinigingsdiensten']
33292246	vattenfall	3514.0	Handel in elektriciteit en in gas via leidingen	Amsterdam	['nuon energyattenfallattenfall attenfall netherlandsattenfall nederland', 'nuon subholding', 'enw arbodienst', 'nuon vattenfallattenfall nuonuon energy', 'nuon plb holding', 'nuon energy', 'nuon energyattenfallattenfall', 'nuon vattenfallattenfall nuovattenfall', 'nuon global solutions usa', 'vattenfallattenfall attenfall netherlandsattenfall nederland', 'vattenfall']
33054178	OWA Benelux	46738.0	Groothandel gespecialiseerd in overige bouwmaterialen	Amsterdam	['owa benelux', 'handelmaatschappij bomatex', 'owa nederland']
17077559	Veolia	3514.0	Handel in elektriciteit en in gas via leidingen	Schiphol-Rijk	['dbu eindhoven', 'veolia', 'veoliaeolia energie netwerken', 'technisch installatie buro gebr de bruijn', 'dalkia energie netwerken', 'dbu industrie techniek']
34078359	EDS	4634.0	Groothandel in dranken (geen zuivel)	Beverwijk	['eds wijnimport', 'eds']
58955720	Ennatuurlijk	3514.0	Handel in elektriciteit en in gas via leidingen	Eindhoven	['ennatuurlijk', 'essent newco']
17064292	Van Gansewinkel	45112.0	Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe)	Maarheeze	['jjm van gansewinkel vofan gansewinkel groep', 'jjm van gansewinkel', 'van gansewinkel']
