kvk_number	name	sbi_code	sbi_code_description	city	all_names
37158900	Veiligheidsregio Noord-Holland Noord	8425.0	Brandweer	Alkmaar	['veiligheidsregio noord-holland noord']
51158957	GGD Noord- en Oost-Gelderland	86923.0	Preventieve gezondheidszorg (geen arbobegeleiding)	Warnsveld	['ggd vestiging apeldoorggd noord- en oost-gelderland vestiging apeldoorggd gelre-ijssel', 'ggd noord- en oost-gelderland']
40477167	Nederlandse Vereniging voor Pathologie	9412.0	Beroepsorganisaties		['nederlandse vereniging voor pathologie']
18018770	bosch transmission technology	2932.0	Vervaardiging van niet-elektrische en -elektronische onderdelen en toebehoren voor auto's	Tilburg	['bosch transmission technology', 'bosch transmission technology an doornes transmissie']
41167550	ggmd	87301.0	Huizen en dagverblijven voor niet-verstandelijk gehandicapten	Rotterdam	['stichting voor geestelijke gezondheidszorg en maatschappelijke dienstverlening voor doven en slechthorendestichting regionaal educatief centrum leiden   en omstrekestichting regionaal educatief centrum rijnstreek', 'ggmd', 'ggmd voor doven en slechthorendeggmdds', 'stichting bureau dienstverlening doven en slechthorende', 'stichting bureau o & m']
30175547	intergo	86922.0	Arbobegeleiding en reïntegratie	Amersfoort	['intergo']
34270042	saund asset services	3512.0	Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water	Hilversum	['escoplan management en finance', 'saund asset services', 'esco management', 'clima energie management', 'saund']
16081158	strukton rail equipment	3317.0	Reparatie en onderhoud van overige transportmiddelen	Zutphen	['strukton rail materieel', 'strukton rail equipment', 'technische dienst', 'strukton & ns infra services materieel', 'strukton railinfra materieel']
41199548	apg	65301.0	Bedrijfstakpensioenfondsen	Amsterdam	['stichting personeelspensioenfonds apg', 'apg', 'stichting personeelpensioenfonds sfstichting personeelspensioenfonds sfstichting personeelspensioenfonds cordares']
17045690	felix clercx handelsonderneming	46731.0	Groothandel in hout en plaatmateriaal	Helmond	['felix clercx handelsonderneming', 'handelsonderneming van felix clercx']
66262968	vaco	81221.0	Glazenwassen	's-Gravendeel	['vaco', 'vacoaco cleaningaco']
60981334	Relay42	69105.0	Octrooibureaus	Amsterdam	['relay42 technology', 'relay42 netherlands', 'relay42']
38022390	Nefit	2451.0	Gieten van ijzer	Deventer	['nefit']
41180026	Accolade	8710.0	Verpleeghuizen	Bosch en Duin	['accolade automatisering', 'accolade zorggroep', 'stichting accolade zorggroep', 'gereformeerde stichting voor verpleging van langdurig ziekestichting gereformeerde zorg- en woon          voorzieningestichting gereformeerde zorg- en woooorzieningen/accolade zorggroep', 'stichting accolade zorg', 'accolade']
29027869	Intertoys Holland	4765.0	Winkels in speelgoed	Leeuwarden	['intertoys', 'intertoys holland', 'intertoys xl']
11069923	Rely	86923.0	Preventieve gezondheidszorg (geen arbobegeleiding)	Kesteren	['ideal & rely int', 'rely']
17172202	SVH	4333.0	Afwerking van vloeren en wanden	Valkenswaard	['svh', 'svh tegelwerkesvh tegelwerke']
50907514	Thales Transportation Systems	2611.0	Vervaardiging van elektronische componenten	Huizen	['thales transportation systems']
02059857	Hofland Deltaflex Rubbertechniek	2219.0	Vervaardiging van producten van rubber (geen banden)	Tolbert	['hofland deltaflex rubbertechniek', 'deltaflex heeneman', 'dni beheer']
64811492	B4Energy	3520.0	Productie van biogas	Warmenhuizen	['b4energy']
01050101	Ecoson	3832.0	Gesorteerd materiaal voorbereiden tot recycling	Son en Breugel	['ecoson', 'thermo kracht', 'restex bergum', 'ecosoecoson']
22051676	CAIW Holding	6190.0	Overige telecommunicatie	Schiedam	['delta mobiel', 'zeelandnet', 'delta fiber nederland', 'kabelfoocaiway shop naaldwijk', 'caiway', 'zeelandnet zakelijk', 'delta digitale tv', 'delta comfort', 'delta verbindt', 'wifi zeeland', 'delta zakelijk', 'delta zon garant', 'delta', 'delta kabelcomfort', 'delta fiber', 'caiw holding', 'wifispots van delta', 'delta comfort service', 'zeelandnet internet', 'delta fiber nederland/caiway', 'delta wifispots', 'cai-westland']
63793180	Mourik Groot-Ammers	4291.0	Natte waterbouw	Groot-Ammers	['combinatie mourik liebregts', 'combinatie mourik - fl', 'mourik groot-ammers']
60194561	Beverwijk	47918.0	Detailhandel via internet in overige non-food	Spijkenisse	['beverwijk', 'de vastgoed concurrent', 'doucheconcurrent beverwijk']
50325108	Ergatis	86922.0	Arbobegeleiding en reïntegratie	Nijmegen	['medische argumentatie', 'arbeidsgeneeskundige diagnostiek', 'ergatis']
60475056	TNT	8010.0	Particuliere beveiliging	Frieschepalen	['tnt', 'tnt security']
74442066	Flow	47918.0	Detailhandel via internet in overige non-food	Huissen	['flow']
08092271	Stichting Cryo-Save	86924.0	Medische laboratoria, trombosediensten en overig behandelingsondersteunend onderzoek	Amsterdam	['cryo-save', 'cryo-cell nederland', 'stichting cryo-save', 'tissue bank cryo-save']
58341609	Koëter Vastgoed Adviseurs	6831.0	Bemiddeling bij handel, huur of verhuur van onroerend goed	Geldrop	['koëter vastgoed adviseurs']
06023232	TenCate Grass Holding	2060.0	Vervaardiging van synthetische en kunstmatige vezels	Nijverdal	['tencate grass components europe', 'gebouwen exploitatie maatschappij spabor', 'ten cate thiolon', 'tencate grass holding']
20146393	Hima Benelux	46699.0	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	Breda	['hima benelux']
04079588	Stichting Personal Service Dogs	9609.0	Overige dienstverlening (rest)		['stichting personal service dogs']
24173299	Ecuri Cosmetics	4645.0	Groothandel in parfums en cosmetica	Capelle aan den IJssel	['ecuri cosmetics', 'nederlandse school voor permanent make-up']
53523393	Life Fitness	86919.0	Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers	Amersfoort	['life fitness', 'life force fitness instituut']
09008666	Low & Bonar	1395.0	Vervaardiging van gebonden textielvlies en artikelen daarvan (geen kleding)	Arnhem	['bonar', 'akzo industrial systems', 'low & bonar', 'colbond', 'akzo nobel nonwovens', 'akzo nobel geosynthetics']
20055481	Lei Import	46738.0	Groothandel gespecialiseerd in overige bouwmaterialen	Maasbracht	['lei import', 'lim - lei import maatschappij']
50302345	Stork Technical Services Nederland	33123.0	Reparatie en onderhoud van machines voor een specifieke bedrijfstak	Utrecht	['stork technical services nederland', 'stork wescostork technical services cooperheat', 'stork glt', 'stork specialists', 'stork projects & turnarounds', 'stork industry services', 'stork cooperheat', 'stork nederland', 'stork consultancy', 'stork industry services n1', 'regional business line europe', 'stork offshore']
34093416	SEKISUI ALVEO	46731.0	Groothandel in hout en plaatmateriaal	Culemborg	['alveo ag', 'alveo', 'sekisui alveo']
27185866	Blomsma Signs & Safety	4339.0	Overige afwerking van gebouwen	Zoetermeer	['blomsma safety consultants', 'blomsma tekenburo', 'blomsma signs & safety']
02089237	ITS Privacy	69102.0	Rechtskundige adviesbureaus	Groningen	['its privacy', 'improductie', 'bon casa']
59437138	Visserijbedrijf JM Zomerdijk	311.0	Zee- en kustvisserij	Den Oever	['visserijbedrijf jm zomerdijkisserijbedrijf jm zomerdijk', 'visserijbedrijf jm zomerdijk']
28038660	VSL 1	46692.0	Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek	Katwijk	['vsl 1sl air-o-vent', 'ea vink en gma van diest - buis', 'vsl 1']
64905209	certa veritas	52292.0	Weging en meting	Heteren	['certa veritas']
32098040	facilitylinq	4665.0	Groothandel in bedrijfsmeubels	Amsterdam	['facilitylinq', 'furniturelinq']
11019226	gebroeders van der stroom	31012.0	Vervaardiging van bedrijfsmeubels	Asperen	['gispen classics', 'meubelfabr gebr van der stroom cborg', 'gebroeders van der stroom', 'meubelfabriek gebroeders van der stroom te culemborg', 'dutch originals', 'gispen today']
66636582	she nijsten vastgoed	6832.0	Beheer van onroerend goed	Harmelen	['she nijsten vastgoed']
50242423	skynrg	2829.0	Vervaardiging van overige machines en apparaten voor algemeen gebruik (rest)	Amsterdam	['skynrg', 'skyenergy']
60789298	tnt express	65302.0	Ondernemingspensioenfondsen en -spaarfondsen	Groningen	['tnt express', 'tnt express pensioe', 'stichting pensioenfonds tnt express']
55430406	vvm	43999.0	Overige gespecialiseerde werkzaamheden in de bouw (rest)	Kootwijkerbroek	['vvmvm', 'vvm']
71412018	jack bean	56101.0	Restaurants	Rotterdam	['jack bean', 'jack beajack bean']
30098485	pepsico	1089.0	Vervaardiging van overige voedingsmiddelen (rest)	Broek op Langedijk	['smiths food group', 'pepsico', 'pepsico nederland']
33216332	bostik	46738.0	Groothandel gespecialiseerd in overige bouwmaterialen	Oosterhout	['bostik findley', 'bostik', 'bostik acquisition netherlands']
28075330	ravensbergen food	46383.0	Gespecialiseerde groothandel in overige voedings- en genotmiddelen (rest)	Sassenheim	['ravensbergen sassenheim', 'ravensbergen holding', 'ravensbergen food', 'ravensbergebanketbakkerij ravensbergeravensbergen cereals']
17078481	valeres industriebouw	2512.0	Vervaardiging van metalen deuren, vensters en kozijnen	Best	['staalbouw verelst nederland erelst industriebouw aleres industriebouw', 'valeres industriebouw', 'valeres industriebouwaleres industriebouw']
24179403	procter & gamble	46432.0	Groothandel in elektrische huishoudelijke apparatuur (geen witgoed, audio en video)	Rotterdam	['procter & gamble', 'richardson-vicks', 'procter & gamble nederland']
08172584	IZITNL	86929.0	Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten	Enschede	['izitnl']
33296205	b&v raadgevend ingenieurs   bouwkunde	6630.0	Vermogensbeheer	Amsterdam	['b&v raadgevend ingenieurs   bouwkunde']
60517093	Buma/Stemra	5920.0	Maken en uitgeven van geluidsopnamen	Amsterdam	['buma/stemra']
70596999	Bion	2015.0	Vervaardiging van kunstmeststoffen en stikstofverbindingen	Beuningen Gld	['bion', 'biobion international']
66591880	methetnet	8110.0	Facility management	Utrecht	['withthegrid', 'methetnet']
24357027	BT Nederland	46699.0	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	Hardinxveld-Giessendam	['bt nederland', 'bt marine nederland']
33296214	BT Nederland	6190.0	Overige telecommunicatie	Amsterdam	['telfort holding', 'bt ignite nederland holding', 'bt nederland']
58223169	Domus Technica	7311.0	Reclamebureaus	Arnhem	['ik groei!', 'the wonder weeks', 'twise victory publishing', 'oei', 'domus technica']
32103985	Ziekenhuis Hilversum	86103.0	Categorale ziekenhuizen	Zeist	['ziekenhuis hilversum', 'equipe zorgbedrijven hilversum elthuis kliniek hilversum', 'equipe zorgbedrijven zeist']
57085277	ASML	3313.0	Reparatie van elektronische en optische apparatuur	Veldhoven	['asml taiwan ltd', 'asml']
61469696	IXAS Gaasperdammerweg	42111.0	Wegenbouw	Amsterdam	['ixas gaasperdammerweg']
60358785	Roerdalen	69103.0	Notariskantoren	Sint Odiliënberg	['roerdalen', 'roerdalenotariskantoor roerdalenotariskantoor roerdalen']
23077261	Multi-Post Services	8219.0	Secretariële dienstverlening	Dordrecht	['multi-post fulfilment & distributie services', 'multi-post services']
12016218	Jabro Tools	2573.0	Vervaardiging van gereedschap	Lottum	['jabro tools', 'jabro tools beheer']
64578186	Van Breda	6312.0	Webportals	Nootdorp	['van bredaan breda vriesma', 'van breda']
02069095	TCN Data Hotels	68204.0	Verhuur van onroerend goed (niet van woonruimte)	Eemshaven	['tcn groningedata hotel eemshavesig iest i', 'sig tcn telehousing', 'tcn sig telehousing', 'tcn data hotels', 'sig telehousing']
17073614	Mextal	2790.0	Vervaardiging van overige elektrische apparatuur	Nuenen	['mextal', 'j & j beheer']
01142059	Interstage	9002.0	Dienstverlening voor uitvoerende kunst	Meppel	['interstage podia', 'x-stand', 'interstage']
57822883	Aspen Oss	2120.0	Vervaardiging van farmaceutische producten (geen grondstoffen)	Oss	['aspen oss', 'msd nl 8']
08035190	AVK Nederland	4662.0	Groothandel in gereedschapswerktuigen	Vaassen	['hillen de lelie', 'avk rewag', 'avk nederland']
54911389	gAvilar	2814.0	Vervaardiging van appendages	Dordrecht	['gavilar']
69152101	F. Kracht	86922.0	Arbobegeleiding en reïntegratie	Oldenzaal	['kracht werkt vof', 'f kracht', 'f. kracht']
51234130	Rijkswaterstaat Zuid-Holland	42111.0	Wegenbouw	Scharwoude	['combinatie ooms-ballast-mno vof', 'rijkswaterstaat zuid-holland', 'combinatie ooms-ballast-mno', 'combinatie obm']
20103569	Eironmental Monitoring Systems	2651.0	Vervaardiging van meet-, regel-, navigatie- en controleapparatuur	Sint-Annaland	['eironmental monitoring systems']
08054335	Bosexploitatie van den Nagel	220.0	Exploitatie van bossen	Elspeet	['bosexploitatie van den nagel']
34123402	Shin-Etsu PVC	2016.0	Vervaardiging van kunststof in primaire vorm	Hilversum	['shin-etsu pvc']
20051183	SITA ReEnergy Roosendaal	3821.0	Behandeling van onschadelijk afval	Roosendaal	['suez reenergy roosendaal', 'heeren vuilverbranding roosendaal', 'suez recycling and recovery netherlands', 'watco afvalverwerking roosendaal', 'suez', 'suez afvalstroommanagement', 'suez eironnement', 'sita reenergy roosendaal']
33003790	Draka	2732.0	Vervaardiging van overige elektrische en elektronische kabel	Delft	['draka', 'drakaflex', 'draka kabel']
75553953	Baffinland	4612.0	Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten	Amsterdam	['baffinland', 'baffinland iron mines europe']
57976791	Neskrid 4Allfeet	46424.0	Groothandel in schoenen	Sprang-Capelle	['neskrid', 'neskrid r&d', 'neskrid 4allfeet', '4allbrands']
01090676	NEDU	161.0	Dienstverlening voor de akker- en/of tuinbouw	Nijemirdum	['nedu', 'nedu farm']
51067536	SWARCO Nederland	46699.0	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	Lijnden	['swarco nederland']
17141651	Stichting Maxima Medisch centrum	86102.0	Algemene ziekenhuizen	Veldhoven	['stichting máxima medisch centrum', 'stichting maxima medisch centrum', 'stichting fusieziekenhuis eindhoven-veldhovemaxima medisch centrum', 'stichting mmc', 'máxima medisch centrum']
18066721	aarts & co kantoor- en projectinrichters	4665.0	Groothandel in bedrijfsmeubels	Tilburg	['aarts & co kantoor- en projectinrichters']
34035665	elco burners	43222.0	Installatie van verwarmings- en luchtbehandelingsapparatuur	Almere	['elco burners', 'elco nederland holding', 'elco-rendamax', 'elco energie systemen']
02027119	perkinelmer health sciences	2059.0	Vervaardiging van overige chemische producten (rest)	Groningen	['packard bioscience', 'packard instrument', 'perkinelmer life and analytical sciences', 'perkinelmer health sciences']
73797669	schouten	4333.0	Afwerking van vloeren en wanden	Dronten	['schouten international flooring', 'schouten', 'schouteschouten vloereschouten flooring']
34253334	stijl advocaten	69209.0	Overige administratiekantoren		['stijl advocaten', 'stijl advocate']
22022768	van der straaten aannemingsmaatschappij	42111.0	Wegenbouw	Hansweert	['zuid west advies ontwerp & engineeringan der straaten aannemingmaatschappij', 'van der straaten aannemingsmaatschappijan der straaten aannemingsmaatschappij', 'van der straaten aannemingsmaatschappij', 'duijnhouwer grond- wegen- en leidingbouw']
73695823	breukelen	56102.0	Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d.	Breukelen	['breukelen', 'breukelecafetaria breukelebreukelen']
65934482	fhi	47543.0	Winkels in overige elektrische huishoudelijke apparatuur	Oss	['fhi', 'fhi brands europe']
61918970	jacobus recourt taxaties	6831.0	Bemiddeling bij handel, huur of verhuur van onroerend goed	's-Gravenhage	['jacobus recourt taxaties']
34346368	meinema projectinrichting	4665.0	Groothandel in bedrijfsmeubels	Oostzaan	['meinema projectinrichting', 'de meubelmakelaar']
04037246	westo prefab betonsystemen	23611.0	Vervaardiging van producten van beton voor de bouw	Coevorden	['westo prefab betonsystemewesto prefab betonsystemen', 'westo prefab betonsystemen']
52147800	Baas	3212.0	Bewerken van edelstenen en vervaardiging van sieraden e.d. (geen imitatie)	Bergambacht	['baas']
24478193	KNMG	8621.0	Praktijken van huisartsen	Rotterdam	['knmg', 'mts h ferguson en mm ferguson-van maremaatschap h ferguson en mm ferguson-van mare']
17130261	Stater	31012.0	Vervaardiging van bedrijfsmeubels	Lieshout	['erbo interieur & meubelbouw', 'stater', 'erbo speciaalmeubelbouw vof']
08220030	Sallcon	32991.0	Sociale werkvoorziening	Deventer	['sallco sociale werkvoorziening', 'sallcon']
72346019	BCM+	5621.0	Eventcatering	Arnhem	['bcm', 'bcm+']
67580270	Asten	45112.0	Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe)	Kampen	['astehandelsonderneming ast', 'asten']
14087235	Boels Zanders	69101.0	Advocatenkantoren, bewindvoerders en curatoren	Maastricht-Airport	['boels zanders advocate', 'boels zanders']
63934469	Stichting Nostram	86929.0	Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten	Wageningen	['stichting nostram']
70331790	Delft	88999.0	Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn	Lelystad	['delft', 'gastouderopvang delft']
20031659	AncoferWaldram Steelplates	46722.0	Groothandel in ferrometalen en -halffabrikaten	Oosterhout	['ancofer nederland', 'ancoferwaldram steelplates']
17148719	Coreworks	7311.0	Reclamebureaus	's-Hertogenbosch	['coreworks', 'coreworks ictor events']
60036370	Sidijk Heereeen	46496.0	Groothandel in sportartikelen (geen watersport)	Heerenveen	['sidijk heereeesidijk', 'sidijk heereeen']
40341460	Koninklijke Roeiers Vereeniging Eendracht	9412.0	Beroepsorganisaties		['koninklijke roeiers vereeniging eendracht']
30151792	Vestas Benelux	2811.0	Vervaardiging van motoren en turbines (niet voor vliegtuigen, motorvoertuigen en bromfietsen)	Arnhem	['neg micon holland', 'vestas benelux', 'nedwind', 'vestas beneluxestas benelux']
64905047	Van Doorn Soest	3317.0	Reparatie en onderhoud van overige transportmiddelen	Soest	['van doorn soest', 'van doorn soestan doorn materieel']
17066875	Philips Consumer Lifestyle	2751.0	Vervaardiging van elektrische huishoudapparaten	Eindhoven	['philips consumer lifestyle', 'philips consumer electronics']
01057509	Visserijbedrijf C Nagel	311.0	Zee- en kustvisserij	Sneek	['visserijbedrijf c nagelisserijbedrijf c nagelisserijbedrijf a en c nagel', 'visserijbedrijf c nagel']
73810797	AVAG	64301.0	Beleggingsinstellingen in financiële activa	Raamsdonksveer	['avag holding', 'avag']
77150015	NOA	47915.0	Detailhandel via internet in huis- en tuinartikelen	Heerlen	['noa heem', 'noa']
01134734	VTO	33123.0	Reparatie en onderhoud van machines voor een specifieke bedrijfstak	Aduard	['salom ambianceeenbaas technisch onderhoud', 'vtoto', 'vto']
53767608	H Stegeman	1422.0	Overige vleesveehouderij en zoogkoeienbedrijven	Laren	['h stegeman', 'h stegemahgj stegeman en gh stegeman-hoentjemts hgj stegeman en gh stegeman-hoentjede stille maatschap tussen hgj stegeman en gh stegeman-hoentje']
51478811	beroep	4618.0	Handelsbemiddeling gespecialiseerd in overige goederen	Eindhoven	['beroep']
62472895	de mar 2d	16239.0	Vervaardiging van overig timmerwerk voor de bouw (geen deuren, ramen en kozijnen)	Grou	['de mar 2d']
20109714	kolpia klimaatonderzoek	72199.0	Overig natuurwetenschappelijk speur- en ontwikkelingswerk (niet biotechnologisch)	Oud Gastel	['kolpia klimaatonderzoek']
11032657	kusch + co	46471.0	Groothandel in huismeubilair	Culemborg	['kusch + co  io', 'kusch + co']
59579919	pitchparrot	74101.0	Communicatie- en grafisch ontwerp	Rotterdam	['pitchparrot', 'pitchparrot studios', 'illucrative', 'audiobait']
80123872	studio buijs	74101.0	Communicatie- en grafisch ontwerp	Amsterdam	['studio buijs', 'studio ravenna buijs']
01087061	van hall larenstein	8541.0	Niet-universitair hoger onderwijs	Leeuwarden	['van hall larenstein', 'van hall larensteihogeschool vhl', 'stichting van hall larensteistichting holding van hall larenstei']
80170064	de wit	161.0	Dienstverlening voor de akker- en/of tuinbouw	Driezum	['de wit']
24166911	quooker international	2751.0	Vervaardiging van elektrische huishoudapparaten	Ridderkerk	['henri peteri beheer', 'peteri', 'henri peteri', 'quooker international', 'quooker']
76042189	river	47916.0	Detailhandel via internet in vrijetijdsartikelen	Hoogeveen	['river lily', 'river']
17026532	Kampert-Nauta	1813.0	Prepress- en premedia-activiteiten	Oss	['kampert-nauta', 'zeppos', 'printgigantnl', 'marketingict', 'prinrg solutiopleging beheer', 'webprintingnl', 'kampert-nauta online', 'slingernl', 'marketingictnl', 'nxtpublishing', 'hipdesign kunst en kaartewebprinting', 'weij reclamestudio', 'sneleenboeknl', 'beleggingsmaatschappij de heek', 'nauta en haagen']
20159159	Amphia ziekenhuis	86221.0	Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie)	Breda	['amphia ziekenhuis']
31006154	Dynniq Peek Traffic	4222.0	Leggen van elektriciteits- en telecommunicatiekabels	Mill	['imtech nettenbouw', 'nettenbouw', 'imtech traffic & infra', 'imtech infra', 'dynniq peek traffic', 'dynniq nederland']
71665897	Alkmaar	88103.0	Ondersteuning en begeleiding van gehandicapten	Alkmaar	['abc alkmaar', 'alkmaar']
20098690	NIVEL	7810.0	Arbeidsbemiddeling	Breda	['nivel']
08131046	Ten Kate & Huizinga	69202.0	Accountants-administratieconsulenten	Utrecht	['p & t', 'pleiter & tulen accountants', 'ten kate & huizinga', 'tulen accountants & adviseurs']
33182306	Tom Tekst	9003.0	Schrijven en overige scheppende kunst	Amsterdam	['tom tekst', 'tom tossijn tekst']
40530817	NKI-AVL	86103.0	Categorale ziekenhuizen	Amsterdam	['nki-avl', 'stichting het nederlands kanker instituut', 'het nederlands kanker instituut', 'stichting het nederlands kanker instituut-antoni van leeuwenhoek ziekenhuis', 'stichting nki-avl', 'het nederlands kankerinstituut']
50233165	De Welplaat	32991.0	Sociale werkvoorziening	Spijkenisse	['de welplaat', 'sociaal werkvoorzieningsschap de welplaat', 'sw de welplaat']
34373720	i2i	69209.0	Overige administratiekantoren	Amsterdam	['i2i']
09183984	4real IT Solutions	6202.0	Advisering op het gebied van informatietechnologie	Ruurlo	['braakhekke it consultancy', 'wirelesscare', '4real it solutions']
24228922	Saybolt Nederland	52292.0	Weging en meting	Vlaardingen	['handelslaboratorium saybolt-van duyn', 'saybolt heinrici nederland', 'saybolt nederland']
27228724	Mistras Group	46695.0	Groothandel in meet- en regelapparaten	Spijkenisse	['mistras group', 'physical acoustics', 'tlp beheer']
09038453	Nu-Swift	46699.0	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	Arnhem	['nu-swift', 'couwenberg noodverlichting', 'cebufa brandbeveiliging', 'nu-swift brandbeveiliging']
02321837	Ziegler Brandweertechniek	29201.0	Carrosseriebouw	Winschoten	['ziegler firefighting equipment', 'ziegler brandweertechniek', 'karrosseriebedrijf winschoten']
58758305	Yevgenia	4645.0	Groothandel in parfums en cosmetica	Hellevoetsluis	['yevgenia pmu', 'yevgenia holding', 'yevgenia']
02078901	3Force	2521.0	Vervaardiging van ketels en radiatoren voor centrale verwarming	Zuidbroek	['3force']
30202950	Icopal	2059.0	Vervaardiging van overige chemische producten (rest)	Groningen	['icopal', 'esha group', 'icopal assets nederland']
24220080	Ravebo	46693.0	Groothandel in verbrandingsmotoren, pompen en compressoren	Brielle	['deha international', 'ravebo', 'ravebo supply', 'didex', 'menro international', 'madeko international']
12035574	Munckhof Taxi	4932.0	Vervoer per taxi	Horst	['munckhof taxi arnhem', 'munckhof taxi horst', 'munckhof regie', 'munckhof taxi ridderkerk', 'munckhof taxi eindhovemunckhof taxi zaandam', 'munckhof taxi tilburg', 'munckhof taxi']
30207515	MILabs	32502.0	Vervaardiging van medische instrumenten en hulpmiddelen (geen tandtechniek)	Houten	['milabs']
33129581	Nestle Nederland	1051.0	Vervaardiging van zuivelproducten (geen consumptie-ijs)	Amstelveen	['nestlé nederland', 'nestlé purina petcare nederland', 'nestle nederland', 'drop of life', 'hatras']
35013100	Forbo Eurocol	2052.0	Vervaardiging van lijm en bereide kleefmiddelen	Wormerveer	['forbo eurocol nederland', 'eurocol', 'forbo eurocol']
17082195	STABU	4661.0	Groothandel in landbouwmachines, werktuigen en tractoren	Oirschot	['stabu']
73190292	ESTA	47915.0	Detailhandel via internet in huis- en tuinartikelen	Deventer	['esta', 'esta interieur']
09153334	bruil beton & mix	2363.0	Vervaardiging van stortklare beton	Ede	['bruil beton & mix', 'bruil betobruil mix', 'oudenallen beton']
39022746	feenstra verwarming	43222.0	Installatie van verwarmings- en luchtbehandelingsapparatuur	Tiel	['feenstra service utiliteit & specials', 'energierent', 'feenstra middeunited energy works', 'energie service amsterdam', 'energie service apeldoorverhuur en energie service gelderland', 'feenstra verwarming']
11070660	r-go solutions	86922.0	Arbobegeleiding en reïntegratie	Leerdam	['r-go solutions']
06044102	tonzon	4329.0	Overige bouwinstallatie	Enschede	['tonzotonzon', 'tonzon']
32135710	creative change	64303.0	Beleggingsinstellingen met beperkte toetreding	Leusden	['creative change', 'creative change management']
70903824	stichting go	69202.0	Accountants-administratieconsulenten	Zwijndrecht	['stichting go for gambia', 'stichting go']
34323643	pbl	43221.0	Loodgieters- en fitterswerk; installatie van sanitair	Velserbroek	['pbl montage', 'pbl']
24130490	TLR Technisch Laboratorium Rotterdam	52292.0	Weging en meting	Rotterdam	['tlr international laboratories', 'tlr technisch laboratorium rotterdam', 'tlr']
61640824	Biomygreen	161.0	Dienstverlening voor de akker- en/of tuinbouw	Velp	['biomygreen', 'biomygreebiomygreen']
09052299	C de Roon	220.0	Exploitatie van bossen	Voorthuizen	['c de roon', 'c de rooca de roo']
56754140	Common Consult	6202.0	Advisering op het gebied van informatietechnologie	Leiden	['delacombe', 'common consult']
41035166	Philadelphia Zorg	8720.0	Huizen en dagverblijven voor verstandelijk gehandicapten en psychiatrische cliënten	Middelburg	['tante amalia', 'landelijke protestants-christelijke stichting  philadelphia voorzieningeprotestants-christelijke stichting philadelphiavoorzieningeprotestants-christelijke stichting philadelphiazorg', 'philadelphia zorg', 'st philadelphia zorg', 'protestants-christelijke stichting philadelphia zorg']
59821213	EGM	8130.0	Landschapsverzorging	Benthuizen	['egm', 'egm tuineegm', 'egm architecten']
04037527	Nacap Nederland	4221.0	Leggen van rioleringen, buizen en pijpleidingen; aanleg van bronbemaling	Usquert	['nacap nederland', 'nacap', 'nacap europe', 'nacap telecom uk']
24225307	Nolet Jeneverstokerij Distilleerderij	1101.0	Vervaardiging van sterk alcoholische dranken door distilleren, rectificeren en mengen	Schiedam	['nolet jeneverstokerij-distilleerderij', 'wed jg most & co', 'harlem productionolet family distillery', 'nolet jeneverstokerij distilleerderij', 'distilleerderij-jeneverstokerij nolet', 'de dubbele adelaar', 'nolet distillery', 'jeneverstokerij nolet schiedam']
11023136	High Five Health Promotion	86912.0	Praktijken van fysiotherapeuten	's-Gravenhage	['mn fitavenue', 'high five health promotiohigh five health promotion', 'high five health promotion', 'b & b employee health & fitness']
39063873	Gooimeer	64302.0	Beleggingsinstellingen in vaste activa	Almere	['gooimeer', 'gooimeer vastgoed']
27172943	Hacousto Group	3323.0	Installatie van elektronische en optische apparatuur	Berkel en Rodenrijs	['hacousto biometrie', 'hacousto biometric solutions', 'hacousto group', 'hacousto security solutions', 'hacousto international', 'hacousto holland', 'hacousto videotechniek', 'hacousto communicatiesystemexserius']
38012622	Van Dorp Installaties	43222.0	Installatie van verwarmings- en luchtbehandelingsapparatuur	Venlo	['van dorp installaties', 'van dorp installatiesan dorp installaties venloan dorp installaties an dorp', 'salland koster an dorp installaties deventer an dorp installatiebedrijven']
55047769	Recron	6630.0	Vermogensbeheer	Leusden	['recrorecron participaties', 'recron']
29047299	Watergames & more	46492.0	Groothandel in watersportartikelen	Zoetermeer	['kab advies', 'watergames & more']
14049833	Trebs	46429.0	Groothandel in textielwaren algemeen assortiment	Nuth	['muppa', 'comfortkoop', 'trebs', 'trebs textiles vof']
